"","Order","Genus","Species","Binomial","AdultBodyMass_g","DietBreadth","HabitatBreadth","HomeRange_km2"
"646","Rodentia","Funisciurus","isabella","Funisciurus isabella",109.31,1,2,NA
"647","Rodentia","Funisciurus","lemniscatus","Funisciurus lemniscatus",140.99,2,2,NA
"648","Rodentia","Funisciurus","leucogenys","Funisciurus leucogenys",250,NA,NA,NA
"649","Rodentia","Funisciurus","pyrropus","Funisciurus pyrropus",243.18,1,1,NA
"650","Rodentia","Funisciurus","substriatus","Funisciurus substriatus",185.73,NA,NA,NA
"651","Rodentia","Galea","flavidens","Galea flavidens",450,1,2,NA
"652","Rodentia","Galea","musteloides","Galea musteloides",386.64,2,2,NA
"653","Rodentia","Galea","spixii","Galea spixii",360.61,1,2,0.000535015
"654","Rodentia","Galenomys","garleppi","Galenomys garleppi",59.3,NA,NA,NA
"655","Rodentia","Geocapromys","brownii","Geocapromys brownii",1497.48,4,2,NA
"656","Rodentia","Geocapromys","ingrahami","Geocapromys ingrahami",733.52,2,2,NA
"657","Rodentia","Geocapromys","thoracatus","Geocapromys thoracatus",1500,1,2,NA
"658","Rodentia","Geomys","arenarius","Geomys arenarius",206,3,2,NA
"659","Rodentia","Geomys","attwateri","Geomys attwateri",144.06,2,2,0.000214131
"660","Rodentia","Geomys","breviceps","Geomys breviceps",136.47,3,1,NA
"661","Rodentia","Geomys","bursarius","Geomys bursarius",203.75,3,2,NA
"662","Rodentia","Geomys","knoxjonesi","Geomys knoxjonesi",172.49,2,1,NA
"663","Rodentia","Geomys","personatus","Geomys personatus",397,3,2,NA
"664","Rodentia","Geomys","pinetis","Geomys pinetis",201.15,3,2,NA
"665","Rodentia","Geomys","texensis","Geomys texensis",NA,NA,2,NA
"666","Rodentia","Geomys","tropicalis","Geomys tropicalis",349.99,4,2,NA
"667","Rodentia","Georychus","capensis","Georychus capensis",188.36,2,1,0.000212281
"668","Rodentia","Geoxus","valdivianus","Geoxus valdivianus",30.8,4,2,NA
"669","Rodentia","Gerbilliscus","afra","Gerbilliscus afra",92.13,NA,NA,NA
"670","Rodentia","Gerbilliscus","boehmi","Gerbilliscus boehmi",NA,NA,NA,NA
"671","Rodentia","Gerbilliscus","brantsii","Gerbilliscus brantsii",89.41,NA,NA,0.000541371
"672","Rodentia","Gerbilliscus","guineae","Gerbilliscus guineae",102.5,NA,NA,NA
"673","Rodentia","Gerbilliscus","inclusus","Gerbilliscus inclusus",118.5,NA,NA,NA
"674","Rodentia","Gerbilliscus","kempi","Gerbilliscus kempi",100.83,NA,NA,NA
"675","Rodentia","Gerbilliscus","leucogaster","Gerbilliscus leucogaster",73.75,NA,NA,NA
"676","Rodentia","Gerbilliscus","nigricaudus","Gerbilliscus nigricaudus",123,NA,NA,NA
"677","Rodentia","Gerbilliscus","phillipsi","Gerbilliscus phillipsi",127.07,NA,NA,NA
"678","Rodentia","Gerbilliscus","robustus","Gerbilliscus robustus",95.99,NA,NA,NA
"679","Rodentia","Gerbilliscus","validus","Gerbilliscus validus",121,NA,NA,NA
"680","Rodentia","Gerbillurus","paeba","Gerbillurus paeba",25.91,4,2,0.01
"681","Rodentia","Gerbillurus","setzeri","Gerbillurus setzeri",38.29,3,NA,NA
"682","Rodentia","Gerbillurus","tytonis","Gerbillurus tytonis",29.79,NA,2,NA
"683","Rodentia","Gerbillurus","vallinus","Gerbillurus vallinus",35.24,NA,2,NA
"684","Rodentia","Gerbillus","gerbillus","Gerbillus gerbillus",26.99,NA,NA,NA
"685","Rodentia","Gerbillus","gleadowi","Gerbillus gleadowi",26.01,NA,NA,NA
"686","Rodentia","Gerbillus","grobbeni","Gerbillus grobbeni",NA,NA,NA,NA
"687","Rodentia","Gerbillus","acticola","Gerbillus acticola",NA,NA,NA,NA
"688","Rodentia","Gerbillus","agag","Gerbillus agag",NA,NA,NA,NA
"689","Rodentia","Gerbillus","amoenus","Gerbillus amoenus",13.2,NA,NA,NA
"690","Rodentia","Gerbillus","andersoni","Gerbillus andersoni",27.5,1,NA,NA
"691","Rodentia","Gerbillus","aquilus","Gerbillus aquilus",NA,NA,NA,NA
"692","Rodentia","Gerbillus","brockmani","Gerbillus brockmani",NA,NA,NA,NA
"693","Rodentia","Gerbillus","burtoni","Gerbillus burtoni",NA,NA,NA,NA
"694","Rodentia","Gerbillus","cheesmani","Gerbillus cheesmani",28,NA,NA,NA
"695","Rodentia","Gerbillus","dongolanus","Gerbillus dongolanus",NA,NA,NA,NA
"696","Rodentia","Gerbillus","dunni","Gerbillus dunni",NA,NA,NA,NA
"697","Rodentia","Gerbillus","famulus","Gerbillus famulus",NA,NA,NA,NA
"698","Rodentia","Gerbillus","floweri","Gerbillus floweri",NA,NA,NA,NA
"699","Rodentia","Gerbillus","garamantis","Gerbillus garamantis",NA,NA,NA,NA
"700","Rodentia","Gerbillus","henleyi","Gerbillus henleyi",8,NA,NA,NA
"701","Rodentia","Gerbillus","hesperinus","Gerbillus hesperinus",NA,NA,NA,NA
"702","Rodentia","Gerbillus","hoogstraali","Gerbillus hoogstraali",NA,NA,NA,NA
"703","Rodentia","Gerbillus","latastei","Gerbillus latastei",NA,NA,NA,NA
"704","Rodentia","Gerbillus","mauritaniae","Gerbillus mauritaniae",NA,NA,NA,NA
"705","Rodentia","Gerbillus","mesopotamiae","Gerbillus mesopotamiae",NA,NA,NA,NA
"706","Rodentia","Gerbillus","muriculus","Gerbillus muriculus",NA,NA,NA,NA
"707","Rodentia","Gerbillus","nancillus","Gerbillus nancillus",NA,NA,NA,NA
"708","Rodentia","Gerbillus","nanus","Gerbillus nanus",25.5,NA,NA,NA
"709","Rodentia","Gerbillus","nigeriae","Gerbillus nigeriae",29.7,NA,NA,NA
"710","Rodentia","Gerbillus","occiduus","Gerbillus occiduus",NA,NA,NA,NA
"711","Rodentia","Gerbillus","perpallidus","Gerbillus perpallidus",52.22,NA,NA,NA
"712","Rodentia","Gerbillus","poecilops","Gerbillus poecilops",NA,NA,NA,NA
"713","Rodentia","Gerbillus","principulus","Gerbillus principulus",NA,NA,NA,NA
"714","Rodentia","Gerbillus","pulvinatus","Gerbillus pulvinatus",NA,NA,NA,NA
"715","Rodentia","Gerbillus","pusillus","Gerbillus pusillus",12.55,NA,NA,NA
"716","Rodentia","Gerbillus","pyramidum","Gerbillus pyramidum",42.8,1,NA,NA
"717","Rodentia","Gerbillus","rosalinda","Gerbillus rosalinda",NA,NA,NA,NA
"718","Rodentia","Gerbillus","syrticus","Gerbillus syrticus",NA,NA,NA,NA
"719","Rodentia","Gerbillus","tarabuli","Gerbillus tarabuli",NA,NA,NA,NA
"720","Rodentia","Gerbillus","vivax","Gerbillus vivax",NA,NA,NA,NA
"721","Rodentia","Gerbillus","watersi","Gerbillus watersi",NA,NA,NA,NA
"722","Rodentia","Glaucomys","sabrinus","Glaucomys sabrinus",137.53,6,2,0.05
"723","Rodentia","Glaucomys","volans","Glaucomys volans",71.9,5,1,0.005345752
"724","Rodentia","Glirulus","japonicus","Glirulus japonicus",NA,4,1,NA
"725","Rodentia","Glis","glis","Glis glis",128.09,NA,1,0.001479636
"726","Rodentia","Glyphotes","simus","Glyphotes simus",NA,NA,NA,NA
"727","Rodentia","Golunda","ellioti","Golunda ellioti",60.73,2,NA,NA
"728","Rodentia","Grammomys","gigas","Grammomys gigas",NA,NA,NA,NA
"729","Rodentia","Grammomys","ibeanus","Grammomys ibeanus",41.19,NA,NA,NA
"730","Rodentia","Grammomys","kuru","Grammomys kuru",NA,NA,NA,NA
"731","Rodentia","Grammomys","macmillani","Grammomys macmillani",37.01,NA,NA,NA
"732","Rodentia","Grammomys","minnae","Grammomys minnae",35.99,NA,NA,NA
"733","Rodentia","Grammomys","poensis","Grammomys poensis",50.03,NA,1,0.001024808
"734","Rodentia","Grammomys","aridulus","Grammomys aridulus",NA,NA,NA,NA
"735","Rodentia","Grammomys","buntingi","Grammomys buntingi",NA,NA,NA,NA
"736","Rodentia","Grammomys","caniceps","Grammomys caniceps",NA,NA,NA,NA
"737","Rodentia","Grammomys","cometes","Grammomys cometes",45,NA,NA,NA
"738","Rodentia","Grammomys","dolichurus","Grammomys dolichurus",41.85,NA,NA,NA
"739","Rodentia","Grammomys","dryas","Grammomys dryas",NA,NA,NA,NA
"740","Rodentia","Graomys","centralis","Graomys centralis",NA,NA,NA,NA
"741","Rodentia","Graomys","domorum","Graomys domorum",102,NA,1,NA
"742","Rodentia","Graomys","edithae","Graomys edithae",40.4,NA,NA,NA
"743","Rodentia","Graomys","griseoflavus","Graomys griseoflavus",68.32,NA,3,NA
"744","Rodentia","Graphiurus","ocularis","Graphiurus ocularis",68.8,4,2,0.09
"745","Rodentia","Graphiurus","platyops","Graphiurus platyops",46.1,6,2,NA
"746","Rodentia","Graphiurus","rupicola","Graphiurus rupicola",NA,NA,NA,NA
"747","Rodentia","Graphiurus","surdus","Graphiurus surdus",NA,4,2,NA
"748","Rodentia","Graphiurus","angolensis","Graphiurus angolensis",NA,NA,NA,NA
"749","Rodentia","Graphiurus","christyi","Graphiurus christyi",NA,4,2,NA
"750","Rodentia","Graphiurus","crassicaudatus","Graphiurus crassicaudatus",NA,4,2,NA
"751","Rodentia","Graphiurus","johnstoni","Graphiurus johnstoni",NA,NA,NA,NA
"752","Rodentia","Graphiurus","kelleni","Graphiurus kelleni",10.5,4,2,NA
"753","Rodentia","Graphiurus","lorraineus","Graphiurus lorraineus",NA,4,2,NA
"754","Rodentia","Graphiurus","microtis","Graphiurus microtis",NA,NA,NA,NA
"755","Rodentia","Graphiurus","monardi","Graphiurus monardi",NA,NA,NA,NA
"756","Rodentia","Graphiurus","murinus","Graphiurus murinus",20.07,4,2,NA
"757","Rodentia","Graphiurus","nagtglasii","Graphiurus nagtglasii",30,4,2,NA
"758","Rodentia","Gymnuromys","roberti","Gymnuromys roberti",97.5,2,NA,NA
"759","Rodentia","Habromys","chinanteco","Habromys chinanteco",40,NA,NA,NA
"760","Rodentia","Habromys","delicatulus","Habromys delicatulus",NA,NA,NA,NA
"761","Rodentia","Habromys","ixtlani","Habromys ixtlani",NA,NA,NA,NA
"762","Rodentia","Habromys","lepturus","Habromys lepturus",84.99,NA,NA,NA
"763","Rodentia","Habromys","lophurus","Habromys lophurus",40,NA,NA,NA
"764","Rodentia","Habromys","simulatus","Habromys simulatus",40,NA,NA,NA
"765","Rodentia","Hadromys","humei","Hadromys humei",NA,NA,NA,NA
"766","Rodentia","Hadromys","yunnanensis","Hadromys yunnanensis",NA,NA,NA,NA
"767","Rodentia","Haeromys","margarettae","Haeromys margarettae",NA,NA,NA,NA
"768","Rodentia","Haeromys","minahassae","Haeromys minahassae",NA,NA,NA,NA
"769","Rodentia","Haeromys","pusillus","Haeromys pusillus",NA,1,NA,NA
"770","Rodentia","Handleyomys","fuscatus","Handleyomys fuscatus",49.5,NA,NA,NA
"771","Rodentia","Handleyomys","intectus","Handleyomys intectus",60.5,NA,NA,NA
"772","Rodentia","Hapalomys","delacouri","Hapalomys delacouri",NA,NA,NA,NA
"773","Rodentia","Hapalomys","longicaudatus","Hapalomys longicaudatus",70,1,NA,NA
"774","Rodentia","Heimyscus","fumosus","Heimyscus fumosus",17.2,NA,1,NA
"775","Rodentia","Heliophobius","argenteocinereus","Heliophobius argenteocinereus",159.46,1,1,0.000134237
"776","Rodentia","Heliosciurus","gambianus","Heliosciurus gambianus",248.36,NA,NA,NA
"777","Rodentia","Heliosciurus","mutabilis","Heliosciurus mutabilis",390,4,2,NA
"778","Rodentia","Heliosciurus","punctatus","Heliosciurus punctatus",173.85,NA,NA,NA
"779","Rodentia","Heliosciurus","rufobrachium","Heliosciurus rufobrachium",332.88,2,1,NA
"780","Rodentia","Heliosciurus","ruwenzorii","Heliosciurus ruwenzorii",291,NA,NA,NA
"781","Rodentia","Heliosciurus","undulatus","Heliosciurus undulatus",347.33,NA,NA,NA
"782","Rodentia","Heterocephalus","glaber","Heterocephalus glaber",39.36,1,1,0.004215132
"783","Rodentia","Heteromys","anomalus","Heteromys anomalus",69.06,3,1,NA
"784","Rodentia","Heteromys","australis","Heteromys australis",267.49,2,1,NA
"785","Rodentia","Heteromys","desmarestianus","Heteromys desmarestianus",74,2,1,0.001025001
"786","Rodentia","Heteromys","gaumeri","Heteromys gaumeri",63.59,2,1,NA
"787","Rodentia","Heteromys","nelsoni","Heteromys nelsoni",67.55,2,1,NA
"788","Rodentia","Heteromys","oasicus","Heteromys oasicus",NA,NA,NA,NA
"789","Rodentia","Heteromys","oresterus","Heteromys oresterus",74.8,2,1,NA
"790","Rodentia","Heteromys","teleus","Heteromys teleus",NA,NA,NA,NA
"791","Rodentia","Heteropsomys","antillensis","Heteropsomys antillensis",NA,NA,NA,NA
"792","Rodentia","Heteropsomys","insulans","Heteropsomys insulans",NA,NA,NA,NA
"793","Rodentia","Hexolobodon","phenax","Hexolobodon phenax",NA,NA,NA,NA
"794","Rodentia","Hodomys","alleni","Hodomys alleni",367.59,NA,2,NA
"795","Rodentia","Holochilus","brasiliensis","Holochilus brasiliensis",155,1,3,NA
"796","Rodentia","Holochilus","chacarius","Holochilus chacarius",204,2,3,NA
"797","Rodentia","Holochilus","sciureus","Holochilus sciureus",120.42,3,2,NA
"798","Rodentia","Hoplomys","gymnurus","Hoplomys gymnurus",281.42,2,2,NA
"799","Rodentia","Hybomys","badius","Hybomys badius",NA,NA,NA,NA
"800","Rodentia","Hybomys","basilii","Hybomys basilii",NA,NA,NA,NA
"801","Rodentia","Hybomys","lunaris","Hybomys lunaris",NA,NA,NA,NA
"802","Rodentia","Hybomys","planifrons","Hybomys planifrons",49.6,NA,NA,NA
"803","Rodentia","Hybomys","trivirgatus","Hybomys trivirgatus",60.08,NA,NA,NA
"804","Rodentia","Hybomys","univittatus","Hybomys univittatus",54.46,NA,2,0.002104427
"805","Rodentia","Hydrochoerus","hydrochaeris","Hydrochoerus hydrochaeris",48144.91,5,3,0.07
"806","Rodentia","Hydrochoerus","isthmius","Hydrochoerus isthmius",21267.32,NA,NA,NA
"807","Rodentia","Hydromys","chrysogaster","Hydromys chrysogaster",626.17,2,3,NA
"808","Rodentia","Hydromys","habbema","Hydromys habbema",NA,NA,3,NA
"809","Rodentia","Hydromys","hussoni","Hydromys hussoni",NA,NA,3,NA
"810","Rodentia","Hydromys","neobritannicus","Hydromys neobritannicus",NA,NA,NA,NA
"811","Rodentia","Hydromys","shawmayeri","Hydromys shawmayeri",NA,2,3,NA
"812","Rodentia","Hylomyscus","aeta","Hylomyscus aeta",22.13,NA,2,NA
"813","Rodentia","Hylomyscus","alleni","Hylomyscus alleni",19.94,NA,NA,NA
"814","Rodentia","Hylomyscus","baeri","Hylomyscus baeri",NA,NA,NA,NA
"815","Rodentia","Hylomyscus","carillus","Hylomyscus carillus",NA,NA,NA,NA
"816","Rodentia","Hylomyscus","denniae","Hylomyscus denniae",35.99,NA,NA,NA
"817","Rodentia","Hylomyscus","grandis","Hylomyscus grandis",NA,NA,NA,NA
"818","Rodentia","Hylomyscus","parvus","Hylomyscus parvus",14.49,NA,2,NA
"819","Rodentia","Hylomyscus","stella","Hylomyscus stella",18.99,NA,2,NA
"820","Rodentia","Hylopetes","alboniger","Hylopetes alboniger",255.38,NA,1,NA
"821","Rodentia","Hylopetes","bartelsi","Hylopetes bartelsi",NA,NA,NA,NA
"822","Rodentia","Hylopetes","lepidus","Hylopetes lepidus",63.28,5,1,NA
"823","Rodentia","Hylopetes","nigripes","Hylopetes nigripes",NA,5,1,NA
"824","Rodentia","Hylopetes","phayrei","Hylopetes phayrei",226.99,NA,NA,NA
"825","Rodentia","Hylopetes","platyurus","Hylopetes platyurus",56.98,NA,NA,NA
"826","Rodentia","Hylopetes","sipora","Hylopetes sipora",NA,NA,NA,NA
"827","Rodentia","Hylopetes","spadiceus","Hylopetes spadiceus",118.1,NA,1,NA
"828","Rodentia","Hylopetes","winstoni","Hylopetes winstoni",NA,NA,NA,NA
"829","Rodentia","Hyomys","dammermani","Hyomys dammermani",932.5,3,3,NA
"830","Rodentia","Hyomys","goliath","Hyomys goliath",866.74,2,3,NA
"831","Rodentia","Hyosciurus","heinrichi","Hyosciurus heinrichi",NA,NA,NA,NA
"832","Rodentia","Hyosciurus","ileile","Hyosciurus ileile",NA,NA,NA,NA
"833","Rodentia","Hyperacrius","fertilis","Hyperacrius fertilis",22.25,NA,NA,NA
"834","Rodentia","Hyperacrius","wynnei","Hyperacrius wynnei",52.6,NA,NA,NA
"835","Rodentia","Hypogeomys","antimena","Hypogeomys antimena",1175.93,5,2,0.02
"836","Rodentia","Hystrix","africaeaustralis","Hystrix africaeaustralis",14936.02,3,1,1.31
"837","Rodentia","Hystrix","brachyura","Hystrix brachyura",8000,6,2,NA
"838","Rodentia","Hystrix","crassispinis","Hystrix crassispinis",4584.6,6,2,NA
"839","Rodentia","Hystrix","cristata","Hystrix cristata",13406.27,6,2,0.74
"840","Rodentia","Hystrix","indica","Hystrix indica",14298.6,6,2,1.05
"841","Rodentia","Hystrix","javanica","Hystrix javanica",NA,6,2,NA
"842","Rodentia","Hystrix","pumila","Hystrix pumila",3544.26,6,2,NA
"843","Rodentia","Hystrix","sumatrae","Hystrix sumatrae",NA,6,2,NA
"844","Rodentia","Ichthyomys","hydrobates","Ichthyomys hydrobates",66.39,1,2,NA
"845","Rodentia","Ichthyomys","pittieri","Ichthyomys pittieri",69.1,1,2,NA
"846","Rodentia","Ichthyomys","stolzmanni","Ichthyomys stolzmanni",84.7,2,2,NA
"847","Rodentia","Ichthyomys","tweedii","Ichthyomys tweedii",118.5,2,2,NA
"848","Rodentia","Idiurus","macrotis","Idiurus macrotis",27.23,1,NA,NA
"849","Rodentia","Idiurus","zenkeri","Idiurus zenkeri",100,NA,1,NA
"850","Rodentia","Iomys","horsfieldii","Iomys horsfieldii",155.5,NA,NA,NA
"851","Rodentia","Iomys","sipora","Iomys sipora",NA,NA,NA,NA
"852","Rodentia","Irenomys","tarsalis","Irenomys tarsalis",43.15,7,2,NA
"853","Rodentia","Isolobodon","montanus","Isolobodon montanus",NA,NA,NA,NA
"854","Rodentia","Isolobodon","portoricensis","Isolobodon portoricensis",NA,NA,NA,NA
"855","Rodentia","Isothrix","bistriata","Isothrix bistriata",444.99,NA,1,NA
"856","Rodentia","Isothrix","negrensis","Isothrix negrensis",NA,NA,NA,NA
"857","Rodentia","Isothrix","pagurus","Isothrix pagurus",210,NA,1,NA
"858","Rodentia","Isothrix","sinnamariensis","Isothrix sinnamariensis",291.73,NA,NA,NA
"859","Rodentia","Isthmomys","flavidus","Isthmomys flavidus",NA,3,1,NA
"860","Rodentia","Isthmomys","pirrensis","Isthmomys pirrensis",137.71,3,1,NA
"861","Rodentia","Jaculus","blanfordi","Jaculus blanfordi",NA,NA,NA,NA
"862","Rodentia","Jaculus","jaculus","Jaculus jaculus",59.8,NA,NA,NA
"863","Rodentia","Jaculus","orientalis","Jaculus orientalis",138.26,NA,NA,NA
"864","Rodentia","Juliomys","pictipes","Juliomys pictipes",22.9,NA,NA,NA
"865","Rodentia","Juliomys","rimofrons","Juliomys rimofrons",NA,NA,NA,NA
"866","Rodentia","Juscelinomys","candango","Juscelinomys candango",97.29,2,1,NA
"867","Rodentia","Juscelinomys","guaporensis","Juscelinomys guaporensis",NA,NA,NA,NA
"868","Rodentia","Juscelinomys","huanchacae","Juscelinomys huanchacae",NA,NA,NA,NA
"869","Rodentia","Kadarsanomys","sodyi","Kadarsanomys sodyi",NA,NA,NA,NA
"870","Rodentia","Kannabateomys","amblyonyx","Kannabateomys amblyonyx",599.99,1,1,NA
"871","Rodentia","Kerodon","acrobata","Kerodon acrobata",NA,NA,NA,NA
"872","Rodentia","Kerodon","rupestris","Kerodon rupestris",799.15,1,2,NA
"873","Rodentia","Komodomys","rintjanus","Komodomys rintjanus",NA,NA,NA,NA
"874","Rodentia","Kunsia","fronto","Kunsia fronto",167.99,2,NA,NA
"875","Rodentia","Kunsia","tomentosus","Kunsia tomentosus",115.6,NA,2,NA
"876","Rodentia","Lagidium","peruanum","Lagidium peruanum",1220,2,NA,NA
"877","Rodentia","Lagidium","viscacia","Lagidium viscacia",1539.99,NA,NA,NA
"878","Rodentia","Lagidium","wolffsohni","Lagidium wolffsohni",2682,NA,NA,NA
"879","Rodentia","Lagostomus","maximus","Lagostomus maximus",4660.94,4,2,0.01
"880","Rodentia","Lagostomus","crassus","Lagostomus crassus",NA,NA,NA,NA
"881","Rodentia","Lagurus","lagurus","Lagurus lagurus",20.6,NA,NA,NA
"882","Rodentia","Lamottemys","okuensis","Lamottemys okuensis",NA,NA,NA,NA
"883","Rodentia","Lariscus","hosei","Lariscus hosei",180,NA,1,NA
"884","Rodentia","Lariscus","insignis","Lariscus insignis",174.41,2,1,0.008112981
"885","Rodentia","Lariscus","niobe","Lariscus niobe",NA,NA,NA,NA
"886","Rodentia","Lariscus","obscurus","Lariscus obscurus",241.19,3,2,NA
"887","Rodentia","Lasiopodomys","brandtii","Lasiopodomys brandtii",NA,NA,NA,NA
"888","Rodentia","Lasiopodomys","fuscus","Lasiopodomys fuscus",NA,NA,NA,NA
"889","Rodentia","Lasiopodomys","mandarinus","Lasiopodomys mandarinus",NA,NA,NA,NA
"890","Rodentia","Leggadina","forresti","Leggadina forresti",23.88,NA,NA,NA
"891","Rodentia","Leggadina","lakedownensis","Leggadina lakedownensis",17.5,NA,NA,NA
"892","Rodentia","Leimacomys","buettneri","Leimacomys buettneri",54.99,NA,NA,NA
"893","Rodentia","Lemmiscus","curtatus","Lemmiscus curtatus",28.27,4,2,NA
"894","Rodentia","Lemmus","amurensis","Lemmus amurensis",NA,NA,NA,NA
"895","Rodentia","Lemmus","lemmus","Lemmus lemmus",67.62,NA,NA,NA
"896","Rodentia","Lemmus","portenkoi","Lemmus portenkoi",NA,NA,NA,NA
"897","Rodentia","Lemmus","sibiricus","Lemmus sibiricus",53.81,NA,NA,0.006494881
"898","Rodentia","Lemmus","trimucronatus","Lemmus trimucronatus",69.82,NA,NA,0.005384903
"899","Rodentia","Lemniscomys","barbarus","Lemniscomys barbarus",26.15,NA,NA,NA
"900","Rodentia","Lemniscomys","bellieri","Lemniscomys bellieri",NA,NA,NA,NA
"901","Rodentia","Lemniscomys","griselda","Lemniscomys griselda",55.87,NA,NA,NA
"902","Rodentia","Lemniscomys","hoogstraali","Lemniscomys hoogstraali",NA,NA,NA,NA
"903","Rodentia","Lemniscomys","linulus","Lemniscomys linulus",NA,NA,NA,NA
"904","Rodentia","Lemniscomys","macculus","Lemniscomys macculus",26.5,NA,NA,NA
"905","Rodentia","Lemniscomys","mittendorfi","Lemniscomys mittendorfi",41.85,NA,1,NA
"906","Rodentia","Lemniscomys","rosalia","Lemniscomys rosalia",49.92,NA,NA,NA
"907","Rodentia","Lemniscomys","roseveari","Lemniscomys roseveari",NA,NA,NA,NA
"908","Rodentia","Lemniscomys","striatus","Lemniscomys striatus",43.65,NA,NA,NA
"909","Rodentia","Lemniscomys","zebra","Lemniscomys zebra",NA,NA,NA,NA
"910","Rodentia","Lenomys","meyeri","Lenomys meyeri",NA,NA,NA,NA
"911","Rodentia","Lenothrix","canus","Lenothrix canus",150,NA,NA,NA
"912","Rodentia","Lenoxus","apicalis","Lenoxus apicalis",53.6,NA,NA,NA
"913","Rodentia","Leopoldamys","ciliatus","Leopoldamys ciliatus",NA,NA,NA,NA
"914","Rodentia","Leopoldamys","edwardsi","Leopoldamys edwardsi",308.82,NA,NA,NA
"915","Rodentia","Leopoldamys","milleti","Leopoldamys milleti",NA,NA,NA,NA
"916","Rodentia","Leopoldamys","neilli","Leopoldamys neilli",NA,NA,NA,NA
"917","Rodentia","Leopoldamys","sabanus","Leopoldamys sabanus",347.61,NA,NA,NA
"918","Rodentia","Leopoldamys","siporanus","Leopoldamys siporanus",NA,NA,NA,NA
"919","Rodentia","Leporillus","apicalis","Leporillus apicalis",150,NA,NA,NA
"920","Rodentia","Leporillus","conditor","Leporillus conditor",328.82,2,NA,NA
"921","Rodentia","Leptomys","elegans","Leptomys elegans",83.52,2,4,NA
"922","Rodentia","Leptomys","ernstmayri","Leptomys ernstmayri",42.85,1,1,NA
"923","Rodentia","Leptomys","signatus","Leptomys signatus",NA,1,NA,NA
"924","Rodentia","Limnomys","bryophilus","Limnomys bryophilus",NA,NA,NA,NA
"925","Rodentia","Limnomys","sibuanus","Limnomys sibuanus",NA,NA,NA,NA
"926","Rodentia","Liomys","adspersus","Liomys adspersus",50.99,NA,1,0.004046269
"927","Rodentia","Liomys","irroratus","Liomys irroratus",48.95,NA,1,NA
"928","Rodentia","Liomys","pictus","Liomys pictus",43.28,1,1,NA
"929","Rodentia","Liomys","salvini","Liomys salvini",41.99,3,1,0.001470548
"930","Rodentia","Liomys","spectabilis","Liomys spectabilis",65,NA,1,NA
"931","Rodentia","Lonchothrix","emiliae","Lonchothrix emiliae",138.2,NA,1,NA
"932","Rodentia","Lophiomys","imhausi","Lophiomys imhausi",755,NA,NA,NA
"933","Rodentia","Lophuromys","angolensis","Lophuromys angolensis",NA,NA,NA,NA
"934","Rodentia","Lophuromys","ansorgei","Lophuromys ansorgei",NA,NA,NA,NA
"935","Rodentia","Lophuromys","aquilus","Lophuromys aquilus",NA,NA,NA,NA
"936","Rodentia","Lophuromys","brevicaudus","Lophuromys brevicaudus",NA,NA,NA,NA
"937","Rodentia","Lophuromys","brunneus","Lophuromys brunneus",NA,NA,NA,NA
"938","Rodentia","Lophuromys","chrysopus","Lophuromys chrysopus",NA,NA,NA,NA
"939","Rodentia","Lophuromys","dieterleni","Lophuromys dieterleni",NA,NA,NA,NA
"940","Rodentia","Lophuromys","dudui","Lophuromys dudui",NA,NA,NA,NA
"941","Rodentia","Lophuromys","eisentrauti","Lophuromys eisentrauti",NA,NA,NA,NA
"942","Rodentia","Lophuromys","flavopunctatus","Lophuromys flavopunctatus",57.07,NA,NA,NA
"943","Rodentia","Lophuromys","huttereri","Lophuromys huttereri",NA,NA,NA,NA
"944","Rodentia","Lophuromys","luteogaster","Lophuromys luteogaster",NA,NA,NA,NA
"945","Rodentia","Lophuromys","medicaudatus","Lophuromys medicaudatus",NA,NA,NA,NA
"946","Rodentia","Lophuromys","melanonyx","Lophuromys melanonyx",10.2,NA,NA,NA
"947","Rodentia","Lophuromys","nudicaudus","Lophuromys nudicaudus",32.59,NA,NA,NA
"948","Rodentia","Lophuromys","rahmi","Lophuromys rahmi",NA,NA,NA,NA
"949","Rodentia","Lophuromys","roseveari","Lophuromys roseveari",NA,NA,NA,NA
"950","Rodentia","Lophuromys","sikapusi","Lophuromys sikapusi",62.72,NA,NA,0.001594146
"951","Rodentia","Lophuromys","verhageni","Lophuromys verhageni",NA,NA,NA,NA
"952","Rodentia","Lophuromys","woosnami","Lophuromys woosnami",42.14,NA,NA,NA
"953","Rodentia","Lophuromys","zena","Lophuromys zena",NA,NA,NA,NA
"954","Rodentia","Lorentzimys","nouhuysi","Lorentzimys nouhuysi",14.44,5,2,NA
"955","Rodentia","Loxodontomys","micropus","Loxodontomys micropus",70.76,6,3,NA
"956","Rodentia","Loxodontomys","pikumche","Loxodontomys pikumche",NA,NA,NA,NA
"957","Rodentia","Lundomys","molitor","Lundomys molitor",238.49,NA,2,NA
"958","Rodentia","Macrotarsomys","bastardi","Macrotarsomys bastardi",28.45,5,2,NA
"959","Rodentia","Macrotarsomys","ingens","Macrotarsomys ingens",54.99,NA,3,NA
"960","Rodentia","Macruromys","elegans","Macruromys elegans",NA,2,1,NA
"961","Rodentia","Macruromys","major","Macruromys major",357.25,2,1,NA
"962","Rodentia","Madromys","blanfordi","Madromys blanfordi",NA,NA,NA,NA
"963","Rodentia","Makalata","didelphoides","Makalata didelphoides",398.66,NA,1,NA
