"","Order","Genus","Species","Binomial","AdultBodyMass_g","DietBreadth","HabitatBreadth","HomeRange_km2"
"1603","Rodentia","Petaurista","alborufus","Petaurista alborufus",1501.95,NA,NA,NA
"1604","Rodentia","Petaurista","elegans","Petaurista elegans",1040,5,1,NA
"1605","Rodentia","Petaurista","leucogenys","Petaurista leucogenys",NA,4,NA,NA
"1606","Rodentia","Petaurista","magnificus","Petaurista magnificus",1475.49,NA,NA,NA
"1607","Rodentia","Petaurista","nobilis","Petaurista nobilis",NA,NA,NA,NA
"1608","Rodentia","Petaurista","petaurista","Petaurista petaurista",1533.84,5,1,NA
"1609","Rodentia","Petaurista","philippensis","Petaurista philippensis",1675.83,NA,NA,NA
"1610","Rodentia","Petaurista","xanthotis","Petaurista xanthotis",NA,NA,NA,NA
"1611","Rodentia","Petinomys","crinitus","Petinomys crinitus",NA,4,NA,NA
"1612","Rodentia","Petinomys","fuscocapillus","Petinomys fuscocapillus",794.5,NA,NA,NA
"1613","Rodentia","Petinomys","genibarbis","Petinomys genibarbis",108.81,4,NA,NA
"1614","Rodentia","Petinomys","hageni","Petinomys hageni",NA,4,NA,NA
"1615","Rodentia","Petinomys","lugens","Petinomys lugens",NA,NA,NA,NA
"1616","Rodentia","Petinomys","mindanensis","Petinomys mindanensis",NA,NA,NA,NA
"1617","Rodentia","Petinomys","sagitta","Petinomys sagitta",49.99,NA,NA,NA
"1618","Rodentia","Petinomys","setosus","Petinomys setosus",43.85,4,NA,NA
"1619","Rodentia","Petinomys","vordermanni","Petinomys vordermanni",36.87,4,NA,NA
"1620","Rodentia","Petromus","typicus","Petromus typicus",224,3,1,NA
"1621","Rodentia","Petromyscus","barbouri","Petromyscus barbouri",NA,NA,NA,NA
"1622","Rodentia","Petromyscus","collinus","Petromyscus collinus",20,NA,NA,NA
"1623","Rodentia","Petromyscus","monticularis","Petromyscus monticularis",20.72,NA,NA,NA
"1624","Rodentia","Petromyscus","shortridgei","Petromyscus shortridgei",NA,NA,NA,NA
"1625","Rodentia","Phaenomys","ferrugineus","Phaenomys ferrugineus",93.8,NA,1,NA
"1626","Rodentia","Phaiomys","leucurus","Phaiomys leucurus",NA,NA,NA,NA
"1627","Rodentia","Phenacomys","intermedius","Phenacomys intermedius",25.2,4,NA,NA
"1628","Rodentia","Phenacomys","ungava","Phenacomys ungava",27,NA,NA,NA
"1629","Rodentia","Phloeomys","cumingi","Phloeomys cumingi",1842.46,NA,1,NA
"1630","Rodentia","Phloeomys","pallidus","Phloeomys pallidus",1744.14,NA,1,NA
"1631","Rodentia","Phodopus","campbelli","Phodopus campbelli",27.06,NA,2,NA
"1632","Rodentia","Phodopus","roborovskii","Phodopus roborovskii",NA,3,2,NA
"1633","Rodentia","Phodopus","sungorus","Phodopus sungorus",30.43,3,2,NA
"1634","Rodentia","Phyllomys","blainvillii","Phyllomys blainvillii",243.3,NA,1,NA
"1635","Rodentia","Phyllomys","brasiliensis","Phyllomys brasiliensis",312.49,NA,1,NA
"1636","Rodentia","Phyllomys","dasythrix","Phyllomys dasythrix",260,NA,1,NA
"1637","Rodentia","Phyllomys","kerri","Phyllomys kerri",NA,NA,NA,NA
"1638","Rodentia","Phyllomys","lamarum","Phyllomys lamarum",215.19,NA,1,NA
"1639","Rodentia","Phyllomys","lundi","Phyllomys lundi",NA,NA,NA,NA
"1640","Rodentia","Phyllomys","mantiqueirensis","Phyllomys mantiqueirensis",NA,NA,NA,NA
"1641","Rodentia","Phyllomys","medius","Phyllomys medius",NA,NA,NA,NA
"1642","Rodentia","Phyllomys","nigrispinus","Phyllomys nigrispinus",224.3,NA,1,NA
"1643","Rodentia","Phyllomys","pattoni","Phyllomys pattoni",NA,NA,NA,NA
"1644","Rodentia","Phyllomys","thomasi","Phyllomys thomasi",502.14,NA,2,NA
"1645","Rodentia","Phyllomys","unicolor","Phyllomys unicolor",439,NA,NA,NA
"1646","Rodentia","Phyllotis","amicus","Phyllotis amicus",20.19,NA,NA,NA
"1647","Rodentia","Phyllotis","andium","Phyllotis andium",53,NA,NA,NA
"1648","Rodentia","Phyllotis","bonariensis","Phyllotis bonariensis",42.5,NA,NA,NA
"1649","Rodentia","Phyllotis","caprinus","Phyllotis caprinus",50.8,NA,NA,NA
"1650","Rodentia","Phyllotis","darwini","Phyllotis darwini",50.82,3,NA,NA
"1651","Rodentia","Phyllotis","definitus","Phyllotis definitus",89,NA,NA,NA
"1652","Rodentia","Phyllotis","haggardi","Phyllotis haggardi",42.5,NA,NA,NA
"1653","Rodentia","Phyllotis","limatus","Phyllotis limatus",NA,NA,NA,NA
"1654","Rodentia","Phyllotis","magister","Phyllotis magister",68.49,3,1,NA
"1655","Rodentia","Phyllotis","osgoodi","Phyllotis osgoodi",45.1,NA,NA,NA
"1656","Rodentia","Phyllotis","osilae","Phyllotis osilae",43.64,3,NA,NA
"1657","Rodentia","Phyllotis","wolffsohni","Phyllotis wolffsohni",42.5,NA,NA,NA
"1658","Rodentia","Phyllotis","xanthopygus","Phyllotis xanthopygus",52.43,3,NA,NA
"1659","Rodentia","Pipanacoctomys","aureus","Pipanacoctomys aureus",NA,NA,NA,NA
"1660","Rodentia","Pithecheir","melanurus","Pithecheir melanurus",NA,NA,NA,NA
"1661","Rodentia","Pithecheir","parvus","Pithecheir parvus",NA,NA,NA,NA
"1662","Rodentia","Pithecheirops","otion","Pithecheirops otion",NA,NA,NA,NA
"1663","Rodentia","Plagiodontia","aedium","Plagiodontia aedium",1268.86,3,1,NA
"1664","Rodentia","Plagiodontia","araeum","Plagiodontia araeum",NA,NA,NA,NA
"1665","Rodentia","Plagiodontia","ipnaeum","Plagiodontia ipnaeum",NA,NA,NA,NA
"1666","Rodentia","Platacanthomys","lasiurus","Platacanthomys lasiurus",NA,NA,NA,NA
"1667","Rodentia","Podomys","floridanus","Podomys floridanus",30.74,4,2,0.002788764
"1668","Rodentia","Podoxymys","roraimae","Podoxymys roraimae",33.79,NA,NA,NA
"1669","Rodentia","Pogonomelomys","bruijni","Pogonomelomys bruijni",NA,NA,1,NA
"1670","Rodentia","Pogonomelomys","mayeri","Pogonomelomys mayeri",111.97,NA,1,NA
"1671","Rodentia","Pogonomys","championi","Pogonomys championi",50.45,2,3,NA
"1672","Rodentia","Pogonomys","fergussoniensis","Pogonomys fergussoniensis",NA,NA,NA,NA
"1673","Rodentia","Pogonomys","loriae","Pogonomys loriae",95.39,3,3,NA
"1674","Rodentia","Pogonomys","macrourus","Pogonomys macrourus",46.98,3,3,NA
"1675","Rodentia","Pogonomys","sylvestris","Pogonomys sylvestris",41.67,2,3,NA
"1676","Rodentia","Praomys","daltoni","Praomys daltoni",34.99,NA,NA,NA
"1677","Rodentia","Praomys","degraaffi","Praomys degraaffi",NA,NA,NA,NA
"1678","Rodentia","Praomys","delectorum","Praomys delectorum",35.99,NA,NA,NA
"1679","Rodentia","Praomys","derooi","Praomys derooi",32,NA,NA,NA
"1680","Rodentia","Praomys","hartwigi","Praomys hartwigi",38.86,4,NA,NA
"1681","Rodentia","Praomys","jacksoni","Praomys jacksoni",39.01,NA,NA,NA
"1682","Rodentia","Praomys","lukolelae","Praomys lukolelae",42.2,NA,1,NA
"1683","Rodentia","Praomys","minor","Praomys minor",NA,NA,NA,NA
"1684","Rodentia","Praomys","misonnei","Praomys misonnei",NA,NA,NA,NA
"1685","Rodentia","Praomys","morio","Praomys morio",41.73,4,NA,NA
"1686","Rodentia","Praomys","mutoni","Praomys mutoni",NA,NA,NA,NA
"1687","Rodentia","Praomys","obscurus","Praomys obscurus",NA,NA,NA,NA
"1688","Rodentia","Praomys","petteri","Praomys petteri",NA,NA,NA,NA
"1689","Rodentia","Praomys","rostratus","Praomys rostratus",NA,NA,NA,NA
"1690","Rodentia","Praomys","tullbergi","Praomys tullbergi",37.1,NA,1,0.001625591
"1691","Rodentia","Praomys","verschureni","Praomys verschureni",NA,NA,NA,NA
"1692","Rodentia","Prionomys","batesi","Prionomys batesi",12.5,NA,NA,NA
"1693","Rodentia","Proechimys","brevicauda","Proechimys brevicauda",284.99,4,1,0.004969113
"1694","Rodentia","Proechimys","canicollis","Proechimys canicollis",312.57,NA,NA,NA
"1695","Rodentia","Proechimys","chrysaeolus","Proechimys chrysaeolus",284.99,NA,NA,NA
"1696","Rodentia","Proechimys","cuvieri","Proechimys cuvieri",339.85,4,1,0.004517324
"1697","Rodentia","Proechimys","decumanus","Proechimys decumanus",284.99,NA,NA,NA
"1698","Rodentia","Proechimys","echinothrix","Proechimys echinothrix",NA,NA,NA,NA
"1699","Rodentia","Proechimys","gardneri","Proechimys gardneri",NA,NA,NA,NA
"1700","Rodentia","Proechimys","goeldii","Proechimys goeldii",284.99,NA,NA,NA
"1701","Rodentia","Proechimys","guairae","Proechimys guairae",349.28,2,1,0.006001134
"1702","Rodentia","Proechimys","guyannensis","Proechimys guyannensis",314.03,3,NA,0.001047581
"1703","Rodentia","Proechimys","hoplomyoides","Proechimys hoplomyoides",284.99,NA,NA,NA
"1704","Rodentia","Proechimys","kulinae","Proechimys kulinae",NA,NA,NA,NA
"1705","Rodentia","Proechimys","longicaudatus","Proechimys longicaudatus",205,3,NA,0.002439947
"1706","Rodentia","Proechimys","magdalenae","Proechimys magdalenae",284.99,NA,NA,NA
"1707","Rodentia","Proechimys","mincae","Proechimys mincae",284.99,NA,NA,NA
"1708","Rodentia","Proechimys","oconnelli","Proechimys oconnelli",284.99,NA,NA,NA
"1709","Rodentia","Proechimys","pattoni","Proechimys pattoni",NA,NA,NA,NA
"1710","Rodentia","Proechimys","poliopus","Proechimys poliopus",284.99,NA,NA,NA
"1711","Rodentia","Proechimys","quadruplicatus","Proechimys quadruplicatus",284.99,NA,NA,NA
"1712","Rodentia","Proechimys","roberti","Proechimys roberti",284.99,NA,NA,NA
"1713","Rodentia","Proechimys","semispinosus","Proechimys semispinosus",353.32,4,1,0.001730355
"1714","Rodentia","Proechimys","simonsi","Proechimys simonsi",284.99,4,1,0.00365992
"1715","Rodentia","Proechimys","steerei","Proechimys steerei",284.99,4,1,NA
"1716","Rodentia","Proechimys","trinitatus","Proechimys trinitatus",NA,NA,NA,NA
"1717","Rodentia","Proechimys","urichi","Proechimys urichi",284.99,NA,NA,NA
"1718","Rodentia","Proedromys","bedfordi","Proedromys bedfordi",NA,NA,NA,NA
"1719","Rodentia","Prometheomys","schaposchnikowi","Prometheomys schaposchnikowi",75,NA,NA,NA
"1720","Rodentia","Prosciurillus","abstrusus","Prosciurillus abstrusus",NA,NA,NA,NA
"1721","Rodentia","Prosciurillus","leucomus","Prosciurillus leucomus",NA,NA,NA,NA
"1722","Rodentia","Prosciurillus","murinus","Prosciurillus murinus",NA,NA,NA,NA
"1723","Rodentia","Prosciurillus","rosenbergii","Prosciurillus rosenbergii",NA,NA,NA,NA
"1724","Rodentia","Prosciurillus","weberi","Prosciurillus weberi",NA,NA,NA,NA
"1725","Rodentia","Protochromys","fellowsi","Protochromys fellowsi",78.99,3,NA,NA
"1726","Rodentia","Protoxerus","aubinnii","Protoxerus aubinnii",427.94,NA,NA,NA
"1727","Rodentia","Protoxerus","stangeri","Protoxerus stangeri",630.43,2,1,NA
"1728","Rodentia","Psammomys","obesus","Psammomys obesus",102.15,NA,NA,NA
"1729","Rodentia","Psammomys","vexillaris","Psammomys vexillaris",NA,NA,NA,NA
"1730","Rodentia","Pseudohydromys","ellermani","Pseudohydromys ellermani",21.4,3,2,NA
"1731","Rodentia","Pseudohydromys","fuscus","Pseudohydromys fuscus",18.74,3,1,NA
"1732","Rodentia","Pseudohydromys","murinus","Pseudohydromys murinus",16.79,3,1,NA
"1733","Rodentia","Pseudohydromys","occidentalis","Pseudohydromys occidentalis",21.9,2,1,NA
"1734","Rodentia","Pseudomys","albocinereus","Pseudomys albocinereus",30.5,NA,NA,NA
"1735","Rodentia","Pseudomys","apodemoides","Pseudomys apodemoides",23.78,NA,NA,NA
"1736","Rodentia","Pseudomys","australis","Pseudomys australis",52.97,NA,NA,NA
"1737","Rodentia","Pseudomys","bolami","Pseudomys bolami",15.5,NA,NA,NA
"1738","Rodentia","Pseudomys","calabyi","Pseudomys calabyi",NA,NA,NA,NA
"1739","Rodentia","Pseudomys","chapmani","Pseudomys chapmani",10.95,NA,NA,0.05
"1740","Rodentia","Pseudomys","delicatulus","Pseudomys delicatulus",8.56,2,2,NA
"1741","Rodentia","Pseudomys","desertor","Pseudomys desertor",37.09,NA,NA,NA
"1742","Rodentia","Pseudomys","fieldi","Pseudomys fieldi",42.35,2,NA,NA
"1743","Rodentia","Pseudomys","fumeus","Pseudomys fumeus",68.75,NA,NA,NA
"1744","Rodentia","Pseudomys","glaucus","Pseudomys glaucus",NA,NA,NA,NA
"1745","Rodentia","Pseudomys","gouldii","Pseudomys gouldii",49.99,NA,NA,NA
"1746","Rodentia","Pseudomys","gracilicaudatus","Pseudomys gracilicaudatus",79.53,NA,NA,NA
"1747","Rodentia","Pseudomys","hermannsburgensis","Pseudomys hermannsburgensis",13.38,NA,NA,NA
"1748","Rodentia","Pseudomys","higginsi","Pseudomys higginsi",63.16,3,1,0.002011653
"1749","Rodentia","Pseudomys","johnsoni","Pseudomys johnsoni",12,NA,NA,NA
"1750","Rodentia","Pseudomys","laborifex","Pseudomys laborifex",12,NA,NA,NA
"1751","Rodentia","Pseudomys","nanus","Pseudomys nanus",70.38,NA,NA,NA
"1752","Rodentia","Pseudomys","novaehollandiae","Pseudomys novaehollandiae",16.8,NA,NA,NA
"1753","Rodentia","Pseudomys","occidentalis","Pseudomys occidentalis",34,3,1,NA
"1754","Rodentia","Pseudomys","oralis","Pseudomys oralis",95,NA,NA,NA
"1755","Rodentia","Pseudomys","patrius","Pseudomys patrius",NA,NA,NA,NA
"1756","Rodentia","Pseudomys","pilligaensis","Pseudomys pilligaensis",10.72,NA,NA,NA
"1757","Rodentia","Pseudomys","shortridgei","Pseudomys shortridgei",72.06,NA,NA,NA
"1758","Rodentia","Pseudoryzomys","simplex","Pseudoryzomys simplex",45.2,NA,1,NA
"1759","Rodentia","Pteromys","momonga","Pteromys momonga",NA,NA,NA,NA
"1760","Rodentia","Pteromys","volans","Pteromys volans",143.09,3,1,0.05
"1761","Rodentia","Pteromyscus","pulverulentus","Pteromyscus pulverulentus",251.3,NA,1,NA
"1762","Rodentia","Punomys","kofordi","Punomys kofordi",NA,NA,NA,NA
"1763","Rodentia","Punomys","lemminus","Punomys lemminus",84.8,NA,1,NA
"1764","Rodentia","Pygeretmus","platyurus","Pygeretmus platyurus",NA,4,2,NA
"1765","Rodentia","Pygeretmus","pumilio","Pygeretmus pumilio",52.24,2,2,0.002441076
"1766","Rodentia","Pygeretmus","shitkovi","Pygeretmus shitkovi",NA,4,2,NA
"1767","Rodentia","Quemisia","gravis","Quemisia gravis",NA,NA,NA,NA
"1768","Rodentia","Rattus","adustus","Rattus adustus",NA,NA,NA,NA
"1769","Rodentia","Rattus","andamanensis","Rattus andamanensis",NA,4,2,NA
"1770","Rodentia","Rattus","annandalei","Rattus annandalei",197.49,NA,NA,NA
"1771","Rodentia","Rattus","arfakiensis","Rattus arfakiensis",NA,NA,NA,NA
"1772","Rodentia","Rattus","argentiventer","Rattus argentiventer",165.37,5,NA,NA
"1773","Rodentia","Rattus","arrogans","Rattus arrogans",NA,NA,NA,NA
"1774","Rodentia","Rattus","baluensis","Rattus baluensis",107.5,4,NA,NA
"1775","Rodentia","Rattus","blangorum","Rattus blangorum",NA,NA,NA,NA
"1776","Rodentia","Rattus","bontanus","Rattus bontanus",NA,NA,NA,NA
"1777","Rodentia","Rattus","burrus","Rattus burrus",NA,NA,NA,NA
"1778","Rodentia","Rattus","colletti","Rattus colletti",146.48,NA,NA,NA
"1779","Rodentia","Rattus","elaphinus","Rattus elaphinus",131.35,NA,NA,NA
"1780","Rodentia","Rattus","enganus","Rattus enganus",NA,NA,NA,NA
"1781","Rodentia","Rattus","everetti","Rattus everetti",253.53,5,NA,0.005001891
"1782","Rodentia","Rattus","exulans","Rattus exulans",50.63,4,NA,0.000935769
"1783","Rodentia","Rattus","feliceus","Rattus feliceus",306,NA,NA,NA
"1784","Rodentia","Rattus","fuscipes","Rattus fuscipes",124.58,3,2,NA
"1785","Rodentia","Rattus","giluwensis","Rattus giluwensis",NA,2,1,NA
"1786","Rodentia","Rattus","hainaldi","Rattus hainaldi",NA,NA,NA,NA
"1787","Rodentia","Rattus","hoffmanni","Rattus hoffmanni",NA,NA,NA,NA
"1788","Rodentia","Rattus","hoogerwerfi","Rattus hoogerwerfi",NA,NA,NA,NA
"1789","Rodentia","Rattus","jobiensis","Rattus jobiensis",380,NA,NA,NA
"1790","Rodentia","Rattus","koopmani","Rattus koopmani",NA,NA,NA,NA
"1791","Rodentia","Rattus","korinchi","Rattus korinchi",NA,NA,NA,NA
"1792","Rodentia","Rattus","leucopus","Rattus leucopus",200.89,4,2,NA
"1793","Rodentia","Rattus","losea","Rattus losea",104.63,NA,NA,NA
"1794","Rodentia","Rattus","lugens","Rattus lugens",NA,NA,NA,NA
"1795","Rodentia","Rattus","lutreolus","Rattus lutreolus",106,4,2,NA
"1796","Rodentia","Rattus","macleari","Rattus macleari",NA,NA,NA,NA
"1797","Rodentia","Rattus","marmosurus","Rattus marmosurus",NA,NA,NA,NA
"1798","Rodentia","Rattus","mindorensis","Rattus mindorensis",NA,4,NA,NA
"1799","Rodentia","Rattus","mollicomulus","Rattus mollicomulus",NA,NA,NA,NA
"1800","Rodentia","Rattus","montanus","Rattus montanus",NA,NA,NA,NA
"1801","Rodentia","Rattus","mordax","Rattus mordax",230,2,NA,NA
"1802","Rodentia","Rattus","morotaiensis","Rattus morotaiensis",148.25,NA,NA,NA
"1803","Rodentia","Rattus","nativitatis","Rattus nativitatis",NA,NA,NA,NA
"1804","Rodentia","Rattus","niobe","Rattus niobe",45.07,3,2,0.001058952
"1805","Rodentia","Rattus","nitidus","Rattus nitidus",100.02,NA,NA,NA
"1806","Rodentia","Rattus","norvegicus","Rattus norvegicus",282.89,1,2,0.002927936
"1807","Rodentia","Rattus","novaeguineae","Rattus novaeguineae",133,NA,1,NA
"1808","Rodentia","Rattus","omichlodes","Rattus omichlodes",70.02,NA,NA,NA
"1809","Rodentia","Rattus","osgoodi","Rattus osgoodi",NA,NA,NA,NA
"1810","Rodentia","Rattus","palmarum","Rattus palmarum",NA,NA,NA,NA
"1811","Rodentia","Rattus","pelurus","Rattus pelurus",NA,NA,NA,NA
"1812","Rodentia","Rattus","pococki","Rattus pococki",NA,NA,NA,NA
"1813","Rodentia","Rattus","praetor","Rattus praetor",194.43,NA,1,NA
"1814","Rodentia","Rattus","pyctoris","Rattus pyctoris",NA,NA,NA,NA
"1815","Rodentia","Rattus","ranjiniae","Rattus ranjiniae",NA,NA,NA,NA
"1816","Rodentia","Rattus","rattus","Rattus rattus",142.68,5,2,0.00231795
"1817","Rodentia","Rattus","richardsoni","Rattus richardsoni",64.29,3,NA,NA
"1818","Rodentia","Rattus","salocco","Rattus salocco",NA,NA,NA,NA
"1819","Rodentia","Rattus","sanila","Rattus sanila",NA,NA,NA,NA
"1820","Rodentia","Rattus","satarae","Rattus satarae",NA,NA,NA,NA
"1821","Rodentia","Rattus","simalurensis","Rattus simalurensis",NA,NA,NA,NA
"1822","Rodentia","Rattus","sordidus","Rattus sordidus",157.5,NA,NA,NA
"1823","Rodentia","Rattus","steini","Rattus steini",151.17,4,NA,NA
"1824","Rodentia","Rattus","stoicus","Rattus stoicus",NA,NA,NA,NA
"1825","Rodentia","Rattus","tanezumi","Rattus tanezumi",140.84,NA,NA,NA
"1826","Rodentia","Rattus","tawitawiensis","Rattus tawitawiensis",NA,4,NA,NA
"1827","Rodentia","Rattus","timorensis","Rattus timorensis",NA,NA,NA,NA
"1828","Rodentia","Rattus","tiomanicus","Rattus tiomanicus",119.29,4,1,NA
"1829","Rodentia","Rattus","tunneyi","Rattus tunneyi",169.29,NA,NA,NA
"1830","Rodentia","Rattus","vandeuseni","Rattus vandeuseni",67.24,3,1,NA
"1831","Rodentia","Rattus","verecundus","Rattus verecundus",97.02,3,2,0.001058952
"1832","Rodentia","Rattus","villosissimus","Rattus villosissimus",221.76,NA,NA,NA
"1833","Rodentia","Rattus","xanthurus","Rattus xanthurus",NA,NA,NA,NA
"1834","Rodentia","Ratufa","affinis","Ratufa affinis",1155.82,4,2,NA
"1835","Rodentia","Ratufa","bicolor","Ratufa bicolor",1609.08,4,2,NA
"1836","Rodentia","Ratufa","indica","Ratufa indica",1060,4,2,NA
"1837","Rodentia","Ratufa","macroura","Ratufa macroura",1326.24,4,2,NA
"1838","Rodentia","Reithrodon","auritus","Reithrodon auritus",79.73,2,2,NA
"1839","Rodentia","Reithrodon","typicus","Reithrodon typicus",NA,NA,NA,NA
"1840","Rodentia","Reithrodontomys","brevirostris","Reithrodontomys brevirostris",12.9,NA,2,NA
"1841","Rodentia","Reithrodontomys","burti","Reithrodontomys burti",20,NA,2,NA
"1842","Rodentia","Reithrodontomys","chrysopsis","Reithrodontomys chrysopsis",19,NA,2,NA
"1843","Rodentia","Reithrodontomys","creper","Reithrodontomys creper",22.8,NA,2,NA
"1844","Rodentia","Reithrodontomys","darienensis","Reithrodontomys darienensis",12.99,NA,2,NA
"1845","Rodentia","Reithrodontomys","fulvescens","Reithrodontomys fulvescens",11.55,3,2,0.001343843
"1846","Rodentia","Reithrodontomys","gracilis","Reithrodontomys gracilis",12.47,NA,2,NA
"1847","Rodentia","Reithrodontomys","hirsutus","Reithrodontomys hirsutus",20,NA,2,NA
"1848","Rodentia","Reithrodontomys","humulis","Reithrodontomys humulis",8.25,3,2,0.003188291
"1849","Rodentia","Reithrodontomys","megalotis","Reithrodontomys megalotis",10.72,NA,2,0.001008937
"1850","Rodentia","Reithrodontomys","mexicanus","Reithrodontomys mexicanus",15.71,NA,2,NA
"1851","Rodentia","Reithrodontomys","microdon","Reithrodontomys microdon",20,NA,2,NA
"1852","Rodentia","Reithrodontomys","montanus","Reithrodontomys montanus",10.9,3,2,0.002290248
"1853","Rodentia","Reithrodontomys","paradoxus","Reithrodontomys paradoxus",NA,NA,2,NA
"1854","Rodentia","Reithrodontomys","raviventris","Reithrodontomys raviventris",10.95,2,2,0.001664605
"1855","Rodentia","Reithrodontomys","rodriguezi","Reithrodontomys rodriguezi",NA,NA,2,NA
"1856","Rodentia","Reithrodontomys","spectabilis","Reithrodontomys spectabilis",20.19,NA,2,NA
"1857","Rodentia","Reithrodontomys","sumichrasti","Reithrodontomys sumichrasti",19,NA,2,NA
"1858","Rodentia","Reithrodontomys","tenuirostris","Reithrodontomys tenuirostris",20,NA,2,NA
"1859","Rodentia","Reithrodontomys","zacatecae","Reithrodontomys zacatecae",NA,NA,2,NA
"1860","Rodentia","Rhabdomys","dilectus","Rhabdomys dilectus",NA,NA,NA,NA
"1861","Rodentia","Rhabdomys","pumilio","Rhabdomys pumilio",40.73,3,NA,NA
"1862","Rodentia","Rhagamys","orthodon","Rhagamys orthodon",NA,NA,NA,NA
"1863","Rodentia","Rhagomys","longilingua","Rhagomys longilingua",NA,NA,NA,NA
"1864","Rodentia","Rhagomys","rufescens","Rhagomys rufescens",21.2,NA,1,NA
"1865","Rodentia","Rheithrosciurus","macrotis","Rheithrosciurus macrotis",1353.27,NA,1,NA
"1866","Rodentia","Rheomys","mexicanus","Rheomys mexicanus",40,2,2,NA
"1867","Rodentia","Rheomys","raptor","Rheomys raptor",38,NA,2,NA
"1868","Rodentia","Rheomys","thomasi","Rheomys thomasi",40,2,2,NA
"1869","Rodentia","Rheomys","underwoodi","Rheomys underwoodi",NA,1,2,NA
"1870","Rodentia","Rhinosciurus","laticaudatus","Rhinosciurus laticaudatus",230.3,3,NA,NA
"1871","Rodentia","Rhipidomys","macconnelli","Rhipidomys macconnelli",41.59,NA,1,NA
"1872","Rodentia","Rhipidomys","macrurus","Rhipidomys macrurus",NA,NA,NA,NA
"1873","Rodentia","Rhipidomys","mastacalis","Rhipidomys mastacalis",100,4,1,NA
"1874","Rodentia","Rhipidomys","modicus","Rhipidomys modicus",NA,NA,NA,NA
"1875","Rodentia","Rhipidomys","nitela","Rhipidomys nitela",89,NA,1,NA
"1876","Rodentia","Rhipidomys","wetzeli","Rhipidomys wetzeli",89,NA,1,NA
"1877","Rodentia","Rhipidomys","ochrogaster","Rhipidomys ochrogaster",89,NA,1,NA
"1878","Rodentia","Rhipidomys","venezuelae","Rhipidomys venezuelae",89.99,NA,1,NA
"1879","Rodentia","Rhipidomys","venustus","Rhipidomys venustus",89,NA,1,NA
"1880","Rodentia","Rhipidomys","austrinus","Rhipidomys austrinus",89,NA,1,NA
"1881","Rodentia","Rhipidomys","caucensis","Rhipidomys caucensis",89,NA,1,NA
"1882","Rodentia","Rhipidomys","couesi","Rhipidomys couesi",89,NA,1,NA
"1883","Rodentia","Rhipidomys","emiliae","Rhipidomys emiliae",NA,NA,NA,NA
"1884","Rodentia","Rhipidomys","fulviventer","Rhipidomys fulviventer",89,NA,1,NA
"1885","Rodentia","Rhipidomys","gardneri","Rhipidomys gardneri",NA,NA,NA,NA
"1886","Rodentia","Rhipidomys","latimanus","Rhipidomys latimanus",57.5,4,1,NA
"1887","Rodentia","Rhipidomys","leucodactylus","Rhipidomys leucodactylus",NA,NA,NA,NA
"1888","Rodentia","Rhizomys","sumatrensis","Rhizomys sumatrensis",2500,NA,NA,NA
"1889","Rodentia","Rhizomys","pruinosus","Rhizomys pruinosus",2450,NA,NA,NA
"1890","Rodentia","Rhizomys","sinensis","Rhizomys sinensis",NA,NA,NA,NA
"1891","Rodentia","Rhizoplagiodontia","lemkei","Rhizoplagiodontia lemkei",NA,NA,NA,NA
"1892","Rodentia","Rhombomys","opimus","Rhombomys opimus",NA,NA,NA,NA
"1893","Rodentia","Rhynchomys","isarogensis","Rhynchomys isarogensis",122.29,1,NA,NA
"1894","Rodentia","Rhynchomys","soricoides","Rhynchomys soricoides",NA,NA,NA,NA
"1895","Rodentia","Rubrisciurus","rubriventer","Rubrisciurus rubriventer",NA,NA,NA,NA
"1896","Rodentia","Saccostomus","campestris","Saccostomus campestris",50.33,3,NA,NA
"1897","Rodentia","Saccostomus","mearnsi","Saccostomus mearnsi",64.91,3,NA,0.001303656
"1898","Rodentia","Salinoctomys","loschalchalerosorum","Salinoctomys loschalchalerosorum",NA,NA,NA,NA
"1899","Rodentia","Salinomys","delicatus","Salinomys delicatus",NA,NA,NA,NA
"1900","Rodentia","Salpingotulus","michaelis","Salpingotulus michaelis",NA,4,2,NA
"1901","Rodentia","Salpingotus","crassicauda","Salpingotus crassicauda",NA,4,2,NA
"1902","Rodentia","Salpingotus","heptneri","Salpingotus heptneri",NA,NA,NA,NA
"1903","Rodentia","Salpingotus","kozlovi","Salpingotus kozlovi",NA,NA,NA,NA
"1904","Rodentia","Salpingotus","pallidus","Salpingotus pallidus",NA,NA,NA,NA
"1905","Rodentia","Salpingotus","thomasi","Salpingotus thomasi",NA,NA,NA,NA
"1906","Rodentia","Scapteromys","aquaticus","Scapteromys aquaticus",NA,NA,NA,NA
"1907","Rodentia","Scapteromys","tumidus","Scapteromys tumidus",146,1,2,NA
"1908","Rodentia","Sciurillus","pusillus","Sciurillus pusillus",34.91,1,1,NA
"1909","Rodentia","Sciurotamias","davidianus","Sciurotamias davidianus",NA,NA,1,NA
"1910","Rodentia","Sciurotamias","forresti","Sciurotamias forresti",NA,NA,NA,NA
"1911","Rodentia","Sciurus","aberti","Sciurus aberti",622.95,6,2,0.05
"1912","Rodentia","Sciurus","aestuans","Sciurus aestuans",177.34,3,2,NA
"1913","Rodentia","Sciurus","alleni","Sciurus alleni",465.14,3,2,NA
"1914","Rodentia","Sciurus","anomalus","Sciurus anomalus",NA,NA,2,NA
