,MSW05_Order,MSW05_Genus,MSW05_Species,MSW05_Binomial,X5.1_AdultBodyMass_g,X6.1_DietBreadth,X12.1_HabitatBreadth,X22.1_HomeRange_km2
1050,Soricomorpha,Crocidura,whitakeri,Crocidura whitakeri,5.58,NA,NA,NA
1051,Soricomorpha,Crocidura,wimmeri,Crocidura wimmeri,23.5,NA,NA,NA
1052,Soricomorpha,Crocidura,wuchihensis,Crocidura wuchihensis,NA,NA,NA,NA
1053,Soricomorpha,Crocidura,xantippe,Crocidura xantippe,NA,NA,NA,NA
1054,Soricomorpha,Crocidura,yankariensis,Crocidura yankariensis,4.99,NA,NA,NA
1055,Soricomorpha,Crocidura,zaphiri,Crocidura zaphiri,NA,NA,NA,NA
1056,Soricomorpha,Crocidura,zarudnyi,Crocidura zarudnyi,NA,NA,NA,NA
1057,Soricomorpha,Crocidura,zimmeri,Crocidura zimmeri,14.49,NA,NA,NA
1058,Soricomorpha,Crocidura,zimmermanni,Crocidura zimmermanni,NA,NA,NA,NA
1059,Carnivora,Crocuta,crocuta,Crocuta crocuta,63369.98,1,1,21.93
1060,Carnivora,Crossarchus,alexandri,Crossarchus alexandri,1503.4,NA,1,NA
1061,Carnivora,Crossarchus,ansorgei,Crossarchus ansorgei,700,6,1,NA
1062,Carnivora,Crossarchus,obscurus,Crossarchus obscurus,1395.09,6,1,NA
1063,Carnivora,Crossarchus,platycephalus,Crossarchus platycephalus,NA,NA,NA,NA
1064,Rodentia,Crossomys,moncktoni,Crossomys moncktoni,168.42,2,3,NA
1065,Rodentia,Crunomys,celebensis,Crunomys celebensis,NA,NA,NA,NA
1066,Rodentia,Crunomys,fallax,Crunomys fallax,NA,NA,NA,NA
1067,Rodentia,Crunomys,melanius,Crunomys melanius,NA,NA,NA,NA
1068,Rodentia,Crunomys,suncoides,Crunomys suncoides,NA,NA,NA,NA
1069,Afrosoricida,Cryptochloris,wintoni,Cryptochloris wintoni,NA,2,1,NA
1070,Afrosoricida,Cryptochloris,zyli,Cryptochloris zyli,NA,1,1,NA
1071,Rodentia,Cryptomys,amatus,Cryptomys amatus,76.74,NA,NA,NA
1072,Rodentia,Cryptomys,anselli,Cryptomys anselli,85.59,NA,NA,NA
1073,Rodentia,Cryptomys,bocagei,Cryptomys bocagei,93.84,NA,NA,NA
1074,Rodentia,Cryptomys,damarensis,Cryptomys damarensis,112.2,1,1,0.01
1075,Rodentia,Cryptomys,darlingi,Cryptomys darlingi,65.58,NA,1,NA
1076,Rodentia,Cryptomys,foxi,Cryptomys foxi,NA,NA,NA,NA
1077,Rodentia,Cryptomys,hottentotus,Cryptomys hottentotus,75.13,1,2,0.001455832
1078,Rodentia,Cryptomys,kafuensis,Cryptomys kafuensis,NA,NA,NA,NA
1079,Rodentia,Cryptomys,mechowi,Cryptomys mechowi,271.54,1,1,NA
1080,Rodentia,Cryptomys,ochraceocinereus,Cryptomys ochraceocinereus,200,NA,NA,NA
1081,Rodentia,Cryptomys,zechi,Cryptomys zechi,NA,NA,NA,NA
1082,Carnivora,Cryptoprocta,ferox,Cryptoprocta ferox,9500,2,3,0.75
1083,Soricomorpha,Cryptotis,alticola,Cryptotis alticola,NA,NA,NA,NA
1084,Soricomorpha,Cryptotis,brachyonyx,Cryptotis brachyonyx,NA,NA,NA,NA
1085,Soricomorpha,Cryptotis,colombiana,Cryptotis colombiana,NA,NA,NA,NA
1086,Soricomorpha,Cryptotis,endersi,Cryptotis endersi,NA,NA,NA,NA
1087,Soricomorpha,Cryptotis,equatoris,Cryptotis equatoris,NA,NA,NA,NA
1088,Soricomorpha,Cryptotis,goldmani,Cryptotis goldmani,6.73,NA,NA,NA
1089,Soricomorpha,Cryptotis,goodwini,Cryptotis goodwini,7,NA,2,NA
1090,Soricomorpha,Cryptotis,gracilis,Cryptotis gracilis,NA,NA,NA,NA
1091,Soricomorpha,Cryptotis,griseoventris,Cryptotis griseoventris,NA,NA,NA,NA
1092,Soricomorpha,Cryptotis,hondurensis,Cryptotis hondurensis,NA,NA,NA,NA
1093,Soricomorpha,Cryptotis,magna,Cryptotis magna,7,NA,1,NA
1094,Soricomorpha,Cryptotis,mayensis,Cryptotis mayensis,NA,NA,NA,NA
1095,Soricomorpha,Cryptotis,medellinia,Cryptotis medellinia,NA,NA,NA,NA
1096,Soricomorpha,Cryptotis,mera,Cryptotis mera,NA,NA,NA,NA
1097,Soricomorpha,Cryptotis,meridensis,Cryptotis meridensis,12.63,1,2,NA
1098,Soricomorpha,Cryptotis,merriami,Cryptotis merriami,NA,NA,NA,NA
1099,Soricomorpha,Cryptotis,mexicana,Cryptotis mexicana,7,NA,1,NA
1100,Soricomorpha,Cryptotis,montivaga,Cryptotis montivaga,11.29,1,NA,NA
1101,Soricomorpha,Cryptotis,nelsoni,Cryptotis nelsoni,NA,NA,NA,NA
1102,Soricomorpha,Cryptotis,nigrescens,Cryptotis nigrescens,8.32,NA,NA,NA
1103,Soricomorpha,Cryptotis,obscura,Cryptotis obscura,NA,NA,NA,NA
1104,Soricomorpha,Cryptotis,orophila,Cryptotis orophila,NA,NA,NA,NA
1105,Soricomorpha,Cryptotis,parva,Cryptotis parva,4.97,6,1,0.001442322
1106,Soricomorpha,Cryptotis,peregrina,Cryptotis peregrina,NA,NA,NA,NA
1107,Soricomorpha,Cryptotis,peruviensis,Cryptotis peruviensis,NA,1,NA,NA
1108,Soricomorpha,Cryptotis,phillipsii,Cryptotis phillipsii,NA,NA,NA,NA
1109,Soricomorpha,Cryptotis,squamipes,Cryptotis squamipes,11,1,NA,NA
1110,Soricomorpha,Cryptotis,tamensis,Cryptotis tamensis,NA,NA,NA,NA
1111,Soricomorpha,Cryptotis,thomasi,Cryptotis thomasi,11.77,1,NA,NA
1112,Soricomorpha,Cryptotis,tropicalis,Cryptotis tropicalis,NA,NA,NA,NA
1113,Rodentia,Ctenodactylus,gundi,Ctenodactylus gundi,288.41,NA,NA,NA
1114,Rodentia,Ctenodactylus,vali,Ctenodactylus vali,173.6,3,NA,NA
1115,Rodentia,Ctenomys,argentinus,Ctenomys argentinus,221.3,3,1,NA
1116,Rodentia,Ctenomys,australis,Ctenomys australis,403.32,3,2,NA
1117,Rodentia,Ctenomys,azarae,Ctenomys azarae,400,3,1,NA
1118,Rodentia,Ctenomys,bergi,Ctenomys bergi,NA,NA,NA,NA
1119,Rodentia,Ctenomys,boliviensis,Ctenomys boliviensis,462.6,3,2,NA
1120,Rodentia,Ctenomys,bonettoi,Ctenomys bonettoi,202.3,3,1,NA
1121,Rodentia,Ctenomys,brasiliensis,Ctenomys brasiliensis,NA,NA,NA,NA
1122,Rodentia,Ctenomys,budini,Ctenomys budini,NA,NA,NA,NA
1123,Rodentia,Ctenomys,colburni,Ctenomys colburni,400,3,1,NA
1124,Rodentia,Ctenomys,coludo,Ctenomys coludo,NA,3,1,NA
1125,Rodentia,Ctenomys,conoveri,Ctenomys conoveri,859.99,3,2,NA
1126,Rodentia,Ctenomys,coyhaiquensis,Ctenomys coyhaiquensis,NA,NA,NA,NA
1127,Rodentia,Ctenomys,dorbignyi,Ctenomys dorbignyi,NA,3,1,NA
1128,Rodentia,Ctenomys,dorsalis,Ctenomys dorsalis,165.6,3,1,NA
1129,Rodentia,Ctenomys,emilianus,Ctenomys emilianus,285.29,3,1,NA
1130,Rodentia,Ctenomys,famosus,Ctenomys famosus,NA,3,1,NA
1131,Rodentia,Ctenomys,flamarioni,Ctenomys flamarioni,NA,3,1,NA
1132,Rodentia,Ctenomys,fochi,Ctenomys fochi,NA,NA,NA,NA
1133,Rodentia,Ctenomys,fodax,Ctenomys fodax,NA,NA,NA,NA
1134,Rodentia,Ctenomys,frater,Ctenomys frater,172.9,3,2,NA
1135,Rodentia,Ctenomys,fulvus,Ctenomys fulvus,279.88,3,2,NA
1136,Rodentia,Ctenomys,goodfellowi,Ctenomys goodfellowi,NA,NA,NA,NA
1137,Rodentia,Ctenomys,haigi,Ctenomys haigi,164,NA,2,3.30E-05
1138,Rodentia,Ctenomys,johannis,Ctenomys johannis,NA,3,1,NA
1139,Rodentia,Ctenomys,juris,Ctenomys juris,NA,NA,NA,NA
1140,Rodentia,Ctenomys,knighti,Ctenomys knighti,316,3,1,NA
1141,Rodentia,Ctenomys,lami,Ctenomys lami,NA,NA,NA,NA
1142,Rodentia,Ctenomys,latro,Ctenomys latro,192,3,1,NA
1143,Rodentia,Ctenomys,leucodon,Ctenomys leucodon,243.6,3,2,NA
1144,Rodentia,Ctenomys,lewisi,Ctenomys lewisi,117.2,3,3,NA
1145,Rodentia,Ctenomys,magellanicus,Ctenomys magellanicus,271.44,3,2,NA
1146,Rodentia,Ctenomys,maulinus,Ctenomys maulinus,215,3,2,NA
1147,Rodentia,Ctenomys,mendocinus,Ctenomys mendocinus,178.44,3,1,NA
1148,Rodentia,Ctenomys,minutus,Ctenomys minutus,92,3,2,NA
1149,Rodentia,Ctenomys,occultus,Ctenomys occultus,150,3,1,NA
1150,Rodentia,Ctenomys,opimus,Ctenomys opimus,327.05,3,2,NA
1151,Rodentia,Ctenomys,osvaldoreigi,Ctenomys osvaldoreigi,NA,NA,NA,NA
1152,Rodentia,Ctenomys,pearsoni,Ctenomys pearsoni,212,3,1,NA
1153,Rodentia,Ctenomys,perrensi,Ctenomys perrensi,400,3,1,NA
1154,Rodentia,Ctenomys,peruanus,Ctenomys peruanus,488.36,3,2,NA
1155,Rodentia,Ctenomys,pilarensis,Ctenomys pilarensis,NA,NA,NA,NA
1156,Rodentia,Ctenomys,pontifex,Ctenomys pontifex,400,3,1,NA
1157,Rodentia,Ctenomys,porteousi,Ctenomys porteousi,192.4,3,1,NA
1158,Rodentia,Ctenomys,pundti,Ctenomys pundti,NA,NA,NA,NA
1159,Rodentia,Ctenomys,rionegrensis,Ctenomys rionegrensis,NA,3,1,NA
1160,Rodentia,Ctenomys,roigi,Ctenomys roigi,NA,NA,NA,NA
1161,Rodentia,Ctenomys,saltarius,Ctenomys saltarius,230,3,1,NA
1162,Rodentia,Ctenomys,scagliai,Ctenomys scagliai,NA,NA,NA,NA
1163,Rodentia,Ctenomys,sericeus,Ctenomys sericeus,400,3,1,NA
1164,Rodentia,Ctenomys,sociabilis,Ctenomys sociabilis,400,NA,NA,NA
1165,Rodentia,Ctenomys,steinbachi,Ctenomys steinbachi,384.99,3,2,NA
1166,Rodentia,Ctenomys,sylvanus,Ctenomys sylvanus,NA,NA,NA,NA
1167,Rodentia,Ctenomys,talarum,Ctenomys talarum,140.84,4,1,2.04E-05
1168,Rodentia,Ctenomys,torquatus,Ctenomys torquatus,209.49,3,2,NA
1169,Rodentia,Ctenomys,tuconax,Ctenomys tuconax,248.99,3,1,NA
1170,Rodentia,Ctenomys,tucumanus,Ctenomys tucumanus,217,3,1,NA
1171,Rodentia,Ctenomys,tulduco,Ctenomys tulduco,NA,3,1,NA
1172,Rodentia,Ctenomys,validus,Ctenomys validus,232.6,3,1,NA
1173,Rodentia,Ctenomys,viperinus,Ctenomys viperinus,NA,NA,NA,NA
1174,Rodentia,Ctenomys,yolandae,Ctenomys yolandae,NA,3,1,NA
1175,Rodentia,Cuniculus,paca,Cuniculus paca,8172.55,5,2,NA
1176,Rodentia,Cuniculus,taczanowskii,Cuniculus taczanowskii,8999.95,4,2,NA
1177,Carnivora,Cuon,alpinus,Cuon alpinus,15800,1,1,33.64
1178,Rodentia,Cuscomys,ashaninka,Cuscomys ashaninka,NA,NA,NA,NA
1179,Rodentia,Cuscomys,oblativa,Cuscomys oblativa,NA,NA,NA,NA
1180,Pilosa,Cyclopes,didactylus,Cyclopes didactylus,263.95,1,1,0.03
1181,Carnivora,Cynictis,penicillata,Cynictis penicillata,694.41,1,1,1.89
1182,Dermoptera,Cynocephalus,volans,Cynocephalus volans,1250,4,1,0.07
1183,Carnivora,Cynogale,bennettii,Cynogale bennettii,4246.57,6,2,NA
1184,Chiroptera,Cynomops,abrasus,Cynomops abrasus,35.39,1,1,NA
1185,Chiroptera,Cynomops,greenhalli,Cynomops greenhalli,15.87,1,1,NA
1186,Chiroptera,Cynomops,mexicanus,Cynomops mexicanus,NA,NA,NA,NA
1187,Chiroptera,Cynomops,paranus,Cynomops paranus,12.16,NA,NA,NA
1188,Chiroptera,Cynomops,planirostris,Cynomops planirostris,12.84,1,1,NA
1189,Rodentia,Cynomys,gunnisoni,Cynomys gunnisoni,797.93,5,2,0.007188295
1190,Rodentia,Cynomys,leucurus,Cynomys leucurus,963.76,1,2,0.05
1191,Rodentia,Cynomys,ludovicianus,Cynomys ludovicianus,797.05,4,2,0.001787394
1192,Rodentia,Cynomys,mexicanus,Cynomys mexicanus,899.98,2,2,NA
1193,Rodentia,Cynomys,parvidens,Cynomys parvidens,899.98,1,2,NA
1194,Chiroptera,Cynopterus,brachyotis,Cynopterus brachyotis,33.87,3,1,NA
1195,Chiroptera,Cynopterus,horsfieldii,Cynopterus horsfieldii,56.01,1,1,NA
1196,Chiroptera,Cynopterus,luzoniensis,Cynopterus luzoniensis,NA,NA,NA,NA
1197,Chiroptera,Cynopterus,minutus,Cynopterus minutus,26.45,NA,NA,NA
1198,Chiroptera,Cynopterus,nusatenggara,Cynopterus nusatenggara,NA,NA,1,NA
1199,Chiroptera,Cynopterus,sphinx,Cynopterus sphinx,44.71,2,1,NA
1200,Chiroptera,Cynopterus,titthaecheilus,Cynopterus titthaecheilus,58.33,NA,1,NA
1201,Carnivora,Cystophora,cristata,Cystophora cristata,278896.81,6,2,NA
1202,Chiroptera,Cyttarops,alecto,Cyttarops alecto,5.3,NA,1,NA
1203,Rodentia,Dacnomys,millardi,Dacnomys millardi,NA,NA,NA,NA
1204,Rodentia,Dactylomys,boliviensis,Dactylomys boliviensis,728.8,NA,NA,NA
1205,Rodentia,Dactylomys,dactylinus,Dactylomys dactylinus,649.98,2,1,0.001669342
1206,Rodentia,Dactylomys,peruanus,Dactylomys peruanus,382,NA,NA,NA
1207,Diprotodontia,Dactylopsila,megalura,Dactylopsila megalura,NA,3,1,NA
1208,Diprotodontia,Dactylopsila,palpator,Dactylopsila palpator,369.87,7,2,NA
1209,Diprotodontia,Dactylopsila,tatei,Dactylopsila tatei,252,3,1,NA
1210,Diprotodontia,Dactylopsila,trivirgata,Dactylopsila trivirgata,413.41,7,1,0.09
1211,Artiodactyla,Dama,dama,Dama dama,57224.61,2,1,0.71
1212,Artiodactyla,Damaliscus,korrigum,Damaliscus korrigum,127194.87,NA,NA,NA
1213,Artiodactyla,Damaliscus,lunatus,Damaliscus lunatus,136000.33,1,1,NA
1214,Artiodactyla,Damaliscus,pygargus,Damaliscus pygargus,77784.55,NA,NA,NA
1215,Artiodactyla,Damaliscus,superstes,Damaliscus superstes,NA,NA,NA,NA
1216,Dasyuromorphia,Dasycercus,cristicauda,Dasycercus cristicauda,99.54,2,2,NA
1217,Dasyuromorphia,Dasykaluta,rosamondae,Dasykaluta rosamondae,32.17,NA,1,NA
1218,Rodentia,Dasymys,montanus,Dasymys montanus,NA,NA,NA,NA
1219,Rodentia,Dasymys,nudipes,Dasymys nudipes,NA,NA,NA,NA
1220,Rodentia,Dasymys,rufulus,Dasymys rufulus,NA,NA,NA,NA
1221,Rodentia,Dasymys,rwandae,Dasymys rwandae,NA,NA,NA,NA
1222,Rodentia,Dasymys,sua,Dasymys sua,NA,NA,NA,NA
1223,Rodentia,Dasymys,alleni,Dasymys alleni,NA,NA,NA,NA
1224,Rodentia,Dasymys,cabrali,Dasymys cabrali,NA,NA,NA,NA
1225,Rodentia,Dasymys,foxi,Dasymys foxi,NA,NA,NA,NA
1226,Rodentia,Dasymys,incomtus,Dasymys incomtus,127.75,NA,NA,NA
1227,Rodentia,Dasyprocta,azarae,Dasyprocta azarae,2976.81,3,1,NA
1228,Rodentia,Dasyprocta,coibae,Dasyprocta coibae,NA,3,1,NA
1229,Rodentia,Dasyprocta,cristata,Dasyprocta cristata,2650.03,3,1,NA
1230,Rodentia,Dasyprocta,fuliginosa,Dasyprocta fuliginosa,3500.02,3,1,NA
1231,Rodentia,Dasyprocta,guamara,Dasyprocta guamara,2650.03,3,1,NA
1232,Rodentia,Dasyprocta,kalinowskii,Dasyprocta kalinowskii,2650.03,3,1,NA
1233,Rodentia,Dasyprocta,leporina,Dasyprocta leporina,3009.99,3,1,NA
1234,Rodentia,Dasyprocta,mexicana,Dasyprocta mexicana,4999.99,3,1,NA
1235,Rodentia,Dasyprocta,prymnolopha,Dasyprocta prymnolopha,2900,3,1,NA
1236,Rodentia,Dasyprocta,punctata,Dasyprocta punctata,2309.12,3,2,NA
1237,Rodentia,Dasyprocta,ruatanica,Dasyprocta ruatanica,NA,3,1,NA
1238,Cingulata,Dasypus,hybridus,Dasypus hybridus,1500,3,2,NA
1239,Cingulata,Dasypus,kappleri,Dasypus kappleri,9702.83,4,2,NA
1240,Cingulata,Dasypus,novemcinctus,Dasypus novemcinctus,3949.01,5,2,0.04
1241,Cingulata,Dasypus,pilosus,Dasypus pilosus,4444.98,3,2,NA
1242,Cingulata,Dasypus,sabanicola,Dasypus sabanicola,1150.01,1,2,NA
1243,Cingulata,Dasypus,septemcinctus,Dasypus septemcinctus,1526.64,3,2,NA
1244,Cingulata,Dasypus,yepesi,Dasypus yepesi,NA,3,2,NA
1245,Dasyuromorphia,Dasyuroides,byrnei,Dasyuroides byrnei,109.47,2,1,NA
1246,Dasyuromorphia,Dasyurus,albopunctatus,Dasyurus albopunctatus,603.48,5,1,NA
1247,Dasyuromorphia,Dasyurus,geoffroii,Dasyurus geoffroii,1106.62,2,1,2.73
1248,Dasyuromorphia,Dasyurus,hallucatus,Dasyurus hallucatus,470.92,NA,1,0.02
1249,Dasyuromorphia,Dasyurus,maculatus,Dasyurus maculatus,3284.15,3,2,1.36
1250,Dasyuromorphia,Dasyurus,spartacus,Dasyurus spartacus,885.67,5,1,NA
1251,Dasyuromorphia,Dasyurus,viverrinus,Dasyurus viverrinus,1101.49,4,2,0.33
1252,Primates,Daubentonia,madagascariensis,Daubentonia madagascariensis,2731.37,6,2,0.06
1253,Rodentia,Delanymys,brooksi,Delanymys brooksi,4.99,NA,NA,NA
1254,Rodentia,Delomys,collinus,Delomys collinus,NA,NA,NA,NA
1255,Rodentia,Delomys,dorsalis,Delomys dorsalis,67.5,NA,1,NA
1256,Rodentia,Delomys,sublineatus,Delomys sublineatus,89.99,NA,1,NA
1257,Cetacea,Delphinapterus,leucas,Delphinapterus leucas,1381640.73,2,1,NA
1258,Cetacea,Delphinus,capensis,Delphinus capensis,NA,NA,NA,NA
1259,Cetacea,Delphinus,delphis,Delphinus delphis,79271.69,NA,1,NA
1260,Rodentia,Deltamys,kempi,Deltamys kempi,26.4,NA,1,NA
1261,Scandentia,Dendrogale,melanura,Dendrogale melanura,59.99,NA,2,NA
1262,Scandentia,Dendrogale,murina,Dendrogale murina,49.99,NA,NA,NA
1263,Hyracoidea,Dendrohyrax,arboreus,Dendrohyrax arboreus,2981.11,3,1,NA
1264,Hyracoidea,Dendrohyrax,dorsalis,Dendrohyrax dorsalis,3174.99,2,2,NA
1265,Diprotodontia,Dendrolagus,bennettianus,Dendrolagus bennettianus,10458.82,NA,2,NA
1266,Diprotodontia,Dendrolagus,dorianus,Dendrolagus dorianus,8976.58,3,2,NA
1267,Diprotodontia,Dendrolagus,goodfellowi,Dendrolagus goodfellowi,7948.78,2,2,NA
1268,Diprotodontia,Dendrolagus,inustus,Dendrolagus inustus,12625,2,2,NA
1269,Diprotodontia,Dendrolagus,lumholtzi,Dendrolagus lumholtzi,6649.97,NA,2,0.01
1270,Diprotodontia,Dendrolagus,matschiei,Dendrolagus matschiei,8293.4,2,2,0.23
1271,Diprotodontia,Dendrolagus,mbaiso,Dendrolagus mbaiso,9395.06,NA,NA,NA
1272,Diprotodontia,Dendrolagus,pulcherrimus,Dendrolagus pulcherrimus,NA,NA,NA,NA
1273,Diprotodontia,Dendrolagus,scottae,Dendrolagus scottae,9958.58,2,2,NA
1274,Diprotodontia,Dendrolagus,spadix,Dendrolagus spadix,8468.2,2,2,NA
1275,Diprotodontia,Dendrolagus,stellarum,Dendrolagus stellarum,NA,NA,NA,NA
1276,Diprotodontia,Dendrolagus,ursinus,Dendrolagus ursinus,13249.99,1,2,NA
1277,Rodentia,Dendromus,insignis,Dendromus insignis,NA,NA,NA,NA
1278,Rodentia,Dendromus,kahuziensis,Dendromus kahuziensis,NA,NA,NA,NA
1279,Rodentia,Dendromus,leucostomus,Dendromus leucostomus,NA,NA,NA,NA
1280,Rodentia,Dendromus,lovati,Dendromus lovati,12,NA,NA,NA
1281,Rodentia,Dendromus,melanotis,Dendromus melanotis,9.1,NA,NA,NA
1282,Rodentia,Dendromus,mesomelas,Dendromus mesomelas,10.2,NA,1,NA
1283,Rodentia,Dendromus,messorius,Dendromus messorius,NA,NA,NA,NA
1284,Rodentia,Dendromus,mystacalis,Dendromus mystacalis,8.17,NA,NA,NA
1285,Rodentia,Dendromus,nyasae,Dendromus nyasae,NA,NA,NA,NA
1286,Rodentia,Dendromus,nyikae,Dendromus nyikae,15,NA,NA,NA
1287,Rodentia,Dendromus,oreas,Dendromus oreas,NA,NA,NA,NA
1288,Rodentia,Dendromus,vernayi,Dendromus vernayi,NA,NA,NA,NA
1289,Rodentia,Dendroprionomys,rousseloti,Dendroprionomys rousseloti,NA,NA,NA,NA
1290,Rodentia,Deomys,ferrugineus,Deomys ferrugineus,57.6,NA,NA,NA
1291,Rodentia,Dephomys,defua,Dephomys defua,43.05,NA,NA,NA
1292,Rodentia,Dephomys,eburneae,Dephomys eburneae,52.5,NA,NA,NA
1293,Soricomorpha,Desmana,moschata,Desmana moschata,427.64,4,3,0.004907674
1294,Rodentia,Desmodilliscus,braueri,Desmodilliscus braueri,10,NA,NA,NA
1295,Rodentia,Desmodillus,auricularis,Desmodillus auricularis,54.81,1,NA,NA
1296,Chiroptera,Desmodus,rotundus,Desmodus rotundus,33.16,1,1,NA
1297,Rodentia,Desmomys,harringtoni,Desmomys harringtoni,89.99,NA,NA,NA
1298,Rodentia,Desmomys,yaldeni,Desmomys yaldeni,NA,NA,NA,NA
1299,Chiroptera,Diaemus,youngi,Diaemus youngi,36.71,1,1,NA
1300,Perissodactyla,Dicerorhinus,sumatrensis,Dicerorhinus sumatrensis,1046156.04,2,2,11.87
1301,Perissodactyla,Diceros,bicornis,Diceros bicornis,995940.54,2,1,11.48
1302,Chiroptera,Diclidurus,albus,Diclidurus albus,16.56,1,1,NA
1303,Chiroptera,Diclidurus,ingens,Diclidurus ingens,12.3,NA,1,NA
1304,Chiroptera,Diclidurus,isabellus,Diclidurus isabellus,12.61,NA,1,NA
1305,Chiroptera,Diclidurus,scutatus,Diclidurus scutatus,13.62,NA,1,NA
1306,Rodentia,Dicrostonyx,groenlandicus,Dicrostonyx groenlandicus,58.44,NA,NA,0.007305693
1307,Rodentia,Dicrostonyx,hudsonius,Dicrostonyx hudsonius,57,NA,NA,NA
1308,Rodentia,Dicrostonyx,nelsoni,Dicrostonyx nelsoni,NA,NA,NA,NA
1309,Rodentia,Dicrostonyx,nunatakensis,Dicrostonyx nunatakensis,NA,NA,NA,NA
1310,Rodentia,Dicrostonyx,richardsoni,Dicrostonyx richardsoni,NA,NA,NA,NA
1311,Rodentia,Dicrostonyx,torquatus,Dicrostonyx torquatus,78.77,NA,NA,NA
1312,Rodentia,Dicrostonyx,unalascensis,Dicrostonyx unalascensis,NA,NA,NA,NA
1313,Rodentia,Dicrostonyx,vinogradovi,Dicrostonyx vinogradovi,NA,NA,NA,NA
1314,Didelphimorphia,Didelphis,albiventris,Didelphis albiventris,1030.47,6,2,0.004024018
1315,Didelphimorphia,Didelphis,aurita,Didelphis aurita,1105.88,4,NA,NA
1316,Didelphimorphia,Didelphis,imperfecta,Didelphis imperfecta,NA,NA,NA,NA
1317,Didelphimorphia,Didelphis,marsupialis,Didelphis marsupialis,1134.75,3,2,0.17
1318,Didelphimorphia,Didelphis,pernigra,Didelphis pernigra,NA,NA,NA,NA
1319,Didelphimorphia,Didelphis,virginiana,Didelphis virginiana,2442.08,4,2,0.58
1320,Rodentia,Dinaromys,bogdanovi,Dinaromys bogdanovi,56,NA,NA,NA
1321,Rodentia,Dinomys,branickii,Dinomys branickii,12500,4,2,NA
1322,Rodentia,Diomys,crumpi,Diomys crumpi,NA,NA,NA,NA
1323,Chiroptera,Diphylla,ecaudata,Diphylla ecaudata,28.11,1,1,NA
1324,Carnivora,Diplogale,hosei,Diplogale hosei,NA,6,1,NA
1325,Soricomorpha,Diplomesodon,pulchellum,Diplomesodon pulchellum,11,NA,NA,NA
1326,Rodentia,Diplomys,caniceps,Diplomys caniceps,394.49,2,1,NA
1327,Rodentia,Diplomys,labilis,Diplomys labilis,282.17,2,2,NA
1328,Rodentia,Diplomys,rufodorsalis,Diplomys rufodorsalis,144.8,2,1,NA
1329,Rodentia,Diplothrix,legata,Diplothrix legata,NA,NA,NA,NA
1330,Rodentia,Dipodillus,bottai,Dipodillus bottai,NA,NA,NA,NA
1331,Rodentia,Dipodillus,campestris,Dipodillus campestris,27.58,NA,NA,NA
1332,Rodentia,Dipodillus,dasyurus,Dipodillus dasyurus,27.5,NA,NA,NA
1333,Rodentia,Dipodillus,harwoodi,Dipodillus harwoodi,NA,NA,NA,NA
1334,Rodentia,Dipodillus,jamesi,Dipodillus jamesi,NA,NA,NA,NA
1335,Rodentia,Dipodillus,lowei,Dipodillus lowei,NA,NA,NA,NA
1336,Rodentia,Dipodillus,mackilligini,Dipodillus mackilligini,NA,NA,NA,NA
1337,Rodentia,Dipodillus,maghrebi,Dipodillus maghrebi,NA,NA,NA,NA
1338,Rodentia,Dipodillus,rupicola,Dipodillus rupicola,NA,NA,NA,NA
1339,Rodentia,Dipodillus,simoni,Dipodillus simoni,17.4,NA,NA,NA
1340,Rodentia,Dipodillus,somalicus,Dipodillus somalicus,NA,NA,NA,NA
1341,Rodentia,Dipodillus,stigmonyx,Dipodillus stigmonyx,NA,NA,NA,NA
1342,Rodentia,Dipodillus,zakariai,Dipodillus zakariai,NA,NA,NA,NA
1343,Rodentia,Dipodomys,agilis,Dipodomys agilis,60.21,NA,NA,0.002396454
1344,Rodentia,Dipodomys,californicus,Dipodomys californicus,84.95,4,NA,NA
1345,Rodentia,Dipodomys,compactus,Dipodomys compactus,49.25,NA,NA,NA
1346,Rodentia,Dipodomys,deserti,Dipodomys deserti,107.63,5,2,NA
1347,Rodentia,Dipodomys,elator,Dipodomys elator,105.82,4,NA,0.00073307
1348,Rodentia,Dipodomys,gravipes,Dipodomys gravipes,83.96,NA,2,NA
1349,Rodentia,Dipodomys,heermanni,Dipodomys heermanni,63.08,4,2,NA
1350,Rodentia,Dipodomys,ingens,Dipodomys ingens,113.61,3,2,0.000314541
1351,Rodentia,Dipodomys,merriami,Dipodomys merriami,37.91,1,NA,0.001745298
1352,Rodentia,Dipodomys,microps,Dipodomys microps,56.26,3,2,0.03
1353,Rodentia,Dipodomys,nelsoni,Dipodomys nelsoni,87.93,1,2,NA
1354,Rodentia,Dipodomys,nitratoides,Dipodomys nitratoides,41.59,2,2,NA
1355,Rodentia,Dipodomys,ordii,Dipodomys ordii,50.4,5,NA,0.004440926
1356,Rodentia,Dipodomys,panamintinus,Dipodomys panamintinus,73.67,NA,2,0.003884943
1357,Rodentia,Dipodomys,phillipsii,Dipodomys phillipsii,41,3,2,NA
1358,Rodentia,Dipodomys,simulans,Dipodomys simulans,NA,NA,NA,NA
1359,Rodentia,Dipodomys,spectabilis,Dipodomys spectabilis,124.61,4,2,0.000506179
1360,Rodentia,Dipodomys,stephensi,Dipodomys stephensi,68.49,1,NA,0.000790491
1361,Rodentia,Dipodomys,venustus,Dipodomys venustus,81.52,2,2,NA
