,MSW05_Order,MSW05_Genus,MSW05_Species,MSW05_Binomial,X5.1_AdultBodyMass_g,X6.1_DietBreadth,X12.1_HabitatBreadth,X22.1_HomeRange_km2
2995,Rodentia,Myodes,centralis,Myodes centralis,NA,NA,NA,NA
2996,Rodentia,Myodes,gapperi,Myodes gapperi,19.83,6,NA,0.000463061
2997,Rodentia,Myodes,glareolus,Myodes glareolus,20.73,5,2,0.000951778
2998,Rodentia,Myodes,imaizumii,Myodes imaizumii,NA,NA,NA,NA
2999,Rodentia,Myodes,regulus,Myodes regulus,NA,NA,NA,NA
3000,Rodentia,Myodes,rex,Myodes rex,NA,NA,NA,NA
3001,Rodentia,Myodes,rufocanus,Myodes rufocanus,36.43,NA,NA,NA
3002,Rodentia,Myodes,rutilus,Myodes rutilus,19.94,4,NA,NA
3003,Rodentia,Myodes,shanseius,Myodes shanseius,NA,NA,NA,NA
3004,Rodentia,Myodes,smithii,Myodes smithii,34.94,NA,NA,NA
3005,Dasyuromorphia,Myoictis,melas,Myoictis melas,221.77,NA,1,NA
3006,Dasyuromorphia,Myoictis,wallacii,Myoictis wallacii,NA,NA,NA,NA
3007,Rodentia,Myomimus,personatus,Myomimus personatus,NA,NA,NA,NA
3008,Rodentia,Myomimus,roachi,Myomimus roachi,NA,NA,NA,NA
3009,Rodentia,Myomimus,setzeri,Myomimus setzeri,NA,NA,NA,NA
3010,Rodentia,Myomyscus,angolensis,Myomyscus angolensis,NA,NA,NA,NA
3011,Rodentia,Myomyscus,brockmani,Myomyscus brockmani,NA,NA,NA,NA
3012,Rodentia,Myomyscus,verreauxii,Myomyscus verreauxii,41,NA,NA,NA
3013,Rodentia,Myomyscus,yemeni,Myomyscus yemeni,NA,NA,NA,NA
3014,Chiroptera,Myonycteris,brachycephala,Myonycteris brachycephala,NA,NA,1,NA
3015,Chiroptera,Myonycteris,relicta,Myonycteris relicta,53.32,NA,1,NA
3016,Chiroptera,Myonycteris,torquata,Myonycteris torquata,44.92,NA,1,NA
3017,Rodentia,Myoprocta,acouchy,Myoprocta acouchy,954.87,2,1,0.008591924
3018,Rodentia,Myoprocta,pratti,Myoprocta pratti,966.73,NA,NA,NA
3019,Chiroptera,Myopterus,daubentonii,Myopterus daubentonii,NA,NA,1,NA
3020,Chiroptera,Myopterus,whitleyi,Myopterus whitleyi,11.55,NA,1,NA
3021,Rodentia,Myopus,schisticolor,Myopus schisticolor,29.99,NA,NA,0.000766498
3022,Rodentia,Myosciurus,pumilio,Myosciurus pumilio,16.44,4,1,NA
3023,Soricomorpha,Myosorex,babaulti,Myosorex babaulti,NA,NA,NA,NA
3024,Soricomorpha,Myosorex,blarina,Myosorex blarina,NA,NA,NA,NA
3025,Soricomorpha,Myosorex,cafer,Myosorex cafer,12.3,4,1,NA
3026,Soricomorpha,Myosorex,eisentrauti,Myosorex eisentrauti,NA,NA,NA,NA
3027,Soricomorpha,Myosorex,geata,Myosorex geata,9.34,NA,NA,NA
3028,Soricomorpha,Myosorex,kihaulei,Myosorex kihaulei,NA,NA,NA,NA
3029,Soricomorpha,Myosorex,longicaudatus,Myosorex longicaudatus,NA,2,1,NA
3030,Soricomorpha,Myosorex,okuensis,Myosorex okuensis,NA,NA,NA,NA
3031,Soricomorpha,Myosorex,rumpii,Myosorex rumpii,NA,NA,NA,NA
3032,Soricomorpha,Myosorex,schalleri,Myosorex schalleri,NA,NA,NA,NA
3033,Soricomorpha,Myosorex,sclateri,Myosorex sclateri,NA,NA,NA,NA
3034,Soricomorpha,Myosorex,tenuis,Myosorex tenuis,NA,NA,NA,NA
3035,Soricomorpha,Myosorex,varius,Myosorex varius,11.68,1,2,NA
3036,Soricomorpha,Myosorex,zinki,Myosorex zinki,NA,NA,NA,NA
3037,Rodentia,Myospalax,aspalax,Myospalax aspalax,NA,NA,NA,NA
3038,Rodentia,Myospalax,myospalax,Myospalax myospalax,225,NA,NA,NA
3039,Rodentia,Myospalax,psilurus,Myospalax psilurus,259.21,NA,NA,NA
3040,Chiroptera,Myotis,rosseti,Myotis rosseti,3.29,NA,1,NA
3041,Chiroptera,Myotis,ruber,Myotis ruber,4.99,NA,1,NA
3042,Chiroptera,Myotis,schaubi,Myotis schaubi,NA,NA,1,NA
3043,Chiroptera,Myotis,scotti,Myotis scotti,NA,NA,1,NA
3044,Chiroptera,Myotis,septentrionalis,Myotis septentrionalis,NA,NA,NA,NA
3045,Chiroptera,Myotis,sicarius,Myotis sicarius,NA,NA,1,NA
3046,Chiroptera,Myotis,siligorensis,Myotis siligorensis,2.93,NA,1,NA
3047,Chiroptera,Myotis,simus,Myotis simus,NA,NA,1,NA
3048,Chiroptera,Myotis,sodalis,Myotis sodalis,7.15,1,1,NA
3049,Chiroptera,Myotis,stalkeri,Myotis stalkeri,NA,NA,1,NA
3050,Chiroptera,Myotis,thysanodes,Myotis thysanodes,8.49,NA,1,NA
3051,Chiroptera,Myotis,tricolor,Myotis tricolor,13.67,NA,1,NA
3052,Chiroptera,Myotis,velifer,Myotis velifer,9.82,1,1,NA
3053,Chiroptera,Myotis,vivesi,Myotis vivesi,25.63,1,1,NA
3054,Chiroptera,Myotis,volans,Myotis volans,8.71,NA,1,NA
3055,Chiroptera,Myotis,welwitschii,Myotis welwitschii,15.88,NA,1,NA
3056,Chiroptera,Myotis,yanbarensis,Myotis yanbarensis,NA,NA,NA,NA
3057,Chiroptera,Myotis,yesoensis,Myotis yesoensis,NA,NA,1,NA
3058,Chiroptera,Myotis,yumanensis,Myotis yumanensis,5.15,NA,1,NA
3059,Chiroptera,Myotis,abei,Myotis abei,NA,NA,1,NA
3060,Chiroptera,Myotis,adversus,Myotis adversus,10.41,1,1,NA
3061,Chiroptera,Myotis,aelleni,Myotis aelleni,NA,NA,1,NA
3062,Chiroptera,Myotis,albescens,Myotis albescens,5.69,NA,1,NA
3063,Chiroptera,Myotis,alcathoe,Myotis alcathoe,NA,NA,NA,NA
3064,Chiroptera,Myotis,altarium,Myotis altarium,11,NA,1,NA
3065,Chiroptera,Myotis,anjouanensis,Myotis anjouanensis,NA,NA,NA,NA
3066,Chiroptera,Myotis,annamiticus,Myotis annamiticus,NA,NA,NA,NA
3067,Chiroptera,Myotis,annectans,Myotis annectans,9.75,NA,1,NA
3068,Chiroptera,Myotis,atacamensis,Myotis atacamensis,NA,NA,NA,NA
3069,Chiroptera,Myotis,ater,Myotis ater,NA,NA,NA,NA
3070,Chiroptera,Myotis,auriculus,Myotis auriculus,38.04,1,1,NA
3071,Chiroptera,Myotis,australis,Myotis australis,NA,NA,1,NA
3072,Chiroptera,Myotis,austroriparius,Myotis austroriparius,7.35,NA,1,NA
3073,Chiroptera,Myotis,bechsteinii,Myotis bechsteinii,9.47,1,1,NA
3074,Chiroptera,Myotis,blythii,Myotis blythii,23.82,NA,1,NA
3075,Chiroptera,Myotis,bocagii,Myotis bocagii,7.93,1,1,NA
3076,Chiroptera,Myotis,bombinus,Myotis bombinus,NA,NA,1,NA
3077,Chiroptera,Myotis,brandtii,Myotis brandtii,5.3,NA,1,NA
3078,Chiroptera,Myotis,bucharensis,Myotis bucharensis,NA,NA,NA,NA
3079,Chiroptera,Myotis,californicus,Myotis californicus,4.39,1,1,NA
3080,Chiroptera,Myotis,capaccinii,Myotis capaccinii,8.15,1,1,NA
3081,Chiroptera,Myotis,chiloensis,Myotis chiloensis,NA,1,1,NA
3082,Chiroptera,Myotis,chinensis,Myotis chinensis,41.99,NA,1,NA
3083,Chiroptera,Myotis,ciliolabrum,Myotis ciliolabrum,4.89,NA,NA,NA
3084,Chiroptera,Myotis,cobanensis,Myotis cobanensis,NA,NA,1,NA
3085,Chiroptera,Myotis,csorbai,Myotis csorbai,NA,NA,NA,NA
3086,Chiroptera,Myotis,dasycneme,Myotis dasycneme,15.16,1,1,NA
3087,Chiroptera,Myotis,daubentonii,Myotis daubentonii,7.63,2,1,NA
3088,Chiroptera,Myotis,davidii,Myotis davidii,NA,NA,NA,NA
3089,Chiroptera,Myotis,dominicensis,Myotis dominicensis,NA,NA,1,NA
3090,Chiroptera,Myotis,elegans,Myotis elegans,4.21,NA,1,NA
3091,Chiroptera,Myotis,emarginatus,Myotis emarginatus,7.56,NA,1,NA
3092,Chiroptera,Myotis,evotis,Myotis evotis,6.91,NA,1,NA
3093,Chiroptera,Myotis,fimbriatus,Myotis fimbriatus,NA,NA,NA,NA
3094,Chiroptera,Myotis,findleyi,Myotis findleyi,NA,NA,1,NA
3095,Chiroptera,Myotis,formosus,Myotis formosus,7.07,NA,1,NA
3096,Chiroptera,Myotis,fortidens,Myotis fortidens,4.37,1,1,NA
3097,Chiroptera,Myotis,frater,Myotis frater,7.54,NA,1,NA
3098,Chiroptera,Myotis,gomantongensis,Myotis gomantongensis,NA,NA,NA,NA
3099,Chiroptera,Myotis,goudoti,Myotis goudoti,5.56,1,1,NA
3100,Chiroptera,Myotis,grisescens,Myotis grisescens,10.84,1,1,NA
3101,Chiroptera,Myotis,hajastanicus,Myotis hajastanicus,NA,NA,NA,NA
3102,Chiroptera,Myotis,hasseltii,Myotis hasseltii,8.7,NA,1,NA
3103,Chiroptera,Myotis,hermani,Myotis hermani,NA,NA,NA,NA
3104,Chiroptera,Myotis,horsfieldii,Myotis horsfieldii,6.05,NA,1,NA
3105,Chiroptera,Myotis,hosonoi,Myotis hosonoi,NA,NA,1,NA
3106,Chiroptera,Myotis,ikonnikovi,Myotis ikonnikovi,NA,NA,1,NA
3107,Chiroptera,Myotis,insularum,Myotis insularum,NA,NA,1,NA
3108,Chiroptera,Myotis,keaysi,Myotis keaysi,5.45,NA,1,NA
3109,Chiroptera,Myotis,keenii,Myotis keenii,6.51,NA,1,NA
3110,Chiroptera,Myotis,laniger,Myotis laniger,NA,NA,NA,NA
3111,Chiroptera,Myotis,leibii,Myotis leibii,5.22,NA,1,NA
3112,Chiroptera,Myotis,levis,Myotis levis,5.49,NA,1,NA
3113,Chiroptera,Myotis,longipes,Myotis longipes,NA,NA,1,NA
3114,Chiroptera,Myotis,lucifugus,Myotis lucifugus,7.8,1,1,NA
3115,Chiroptera,Myotis,macrodactylus,Myotis macrodactylus,7.48,NA,1,NA
3116,Chiroptera,Myotis,macropus,Myotis macropus,NA,NA,NA,NA
3117,Chiroptera,Myotis,macrotarsus,Myotis macrotarsus,12.64,NA,1,NA
3118,Chiroptera,Myotis,martiniquensis,Myotis martiniquensis,NA,NA,1,NA
3119,Chiroptera,Myotis,melanorhinus,Myotis melanorhinus,NA,NA,NA,NA
3120,Chiroptera,Myotis,moluccarum,Myotis moluccarum,NA,NA,NA,NA
3121,Chiroptera,Myotis,montivagus,Myotis montivagus,8.3,NA,1,NA
3122,Chiroptera,Myotis,morrisi,Myotis morrisi,NA,NA,1,NA
3123,Chiroptera,Myotis,muricola,Myotis muricola,4.8,1,1,NA
3124,Chiroptera,Myotis,myotis,Myotis myotis,25.59,1,1,NA
3125,Chiroptera,Myotis,mystacinus,Myotis mystacinus,NA,NA,NA,NA
3126,Chiroptera,Myotis,nattereri,Myotis nattereri,7.25,1,1,NA
3127,Chiroptera,Myotis,nesopolus,Myotis nesopolus,3.56,NA,1,NA
3128,Chiroptera,Myotis,nigricans,Myotis nigricans,NA,NA,NA,NA
3129,Chiroptera,Myotis,nipalensis,Myotis nipalensis,NA,NA,NA,NA
3130,Chiroptera,Myotis,occultus,Myotis occultus,8.79,NA,NA,NA
3131,Chiroptera,Myotis,oreias,Myotis oreias,NA,NA,1,NA
3132,Chiroptera,Myotis,oxygnathus,Myotis oxygnathus,21.23,NA,NA,NA
3133,Chiroptera,Myotis,oxyotus,Myotis oxyotus,5.65,NA,1,NA
3134,Chiroptera,Myotis,ozensis,Myotis ozensis,NA,NA,1,NA
3135,Chiroptera,Myotis,peninsularis,Myotis peninsularis,NA,NA,1,NA
3136,Chiroptera,Myotis,pequinius,Myotis pequinius,NA,NA,1,NA
3137,Chiroptera,Myotis,planiceps,Myotis planiceps,NA,NA,1,NA
3138,Chiroptera,Myotis,pruinosus,Myotis pruinosus,NA,NA,1,NA
3139,Chiroptera,Myotis,punicus,Myotis punicus,NA,NA,NA,NA
3140,Chiroptera,Myotis,ricketti,Myotis ricketti,NA,NA,1,NA
3141,Chiroptera,Myotis,ridleyi,Myotis ridleyi,4.06,NA,1,NA
3142,Chiroptera,Myotis,riparius,Myotis riparius,4.57,1,1,NA
3143,Rodentia,Myotomys,sloggetti,Myotomys sloggetti,106.25,NA,NA,NA
3144,Rodentia,Myotomys,unisulcatus,Myotomys unisulcatus,102.5,1,NA,NA
3145,Dasyuromorphia,Myrmecobius,fasciatus,Myrmecobius fasciatus,511.44,1,2,0.24
3146,Pilosa,Myrmecophaga,tridactyla,Myrmecophaga tridactyla,29531.83,1,3,4
3147,Rodentia,Mysateles,garridoi,Mysateles garridoi,NA,3,1,NA
3148,Rodentia,Mysateles,meridionalis,Mysateles meridionalis,NA,NA,NA,NA
3149,Rodentia,Mysateles,prehensilis,Mysateles prehensilis,NA,3,1,NA
3150,Chiroptera,Mystacina,robusta,Mystacina robusta,27.41,4,1,NA
3151,Chiroptera,Mystacina,tuberculata,Mystacina tuberculata,13.14,4,2,NA
3152,Rodentia,Mystromys,albicaudatus,Mystromys albicaudatus,86.85,NA,NA,NA
3153,Chiroptera,Myzopoda,aurita,Myzopoda aurita,9.1,1,1,NA
3154,Artiodactyla,Naemorhedus,baileyi,Naemorhedus baileyi,28863.45,NA,NA,NA
3155,Artiodactyla,Naemorhedus,caudatus,Naemorhedus caudatus,26999.99,NA,NA,NA
3156,Artiodactyla,Naemorhedus,goral,Naemorhedus goral,28796.51,2,1,NA
3157,Artiodactyla,Naemorhedus,griseus,Naemorhedus griseus,NA,NA,NA,NA
3158,Carnivora,Nandinia,binotata,Nandinia binotata,2167.2,2,2,0.55
3159,Artiodactyla,Nanger,dama,Nanger dama,71424.81,1,1,NA
3160,Artiodactyla,Nanger,granti,Nanger granti,55464.46,2,1,NA
3161,Artiodactyla,Nanger,soemmerringii,Nanger soemmerringii,41582.93,NA,1,NA
3162,Rodentia,Nannosciurus,melanotis,Nannosciurus melanotis,NA,NA,NA,NA
3163,Chiroptera,Nanonycteris,veldkampii,Nanonycteris veldkampii,21.89,NA,1,NA
3164,Rodentia,Napaeozapus,insignis,Napaeozapus insignis,22.25,5,2,0.01
3165,Primates,Nasalis,larvatus,Nasalis larvatus,12265.65,4,2,1.4
3166,Carnivora,Nasua,narica,Nasua narica,4578.43,6,1,0.78
3167,Carnivora,Nasua,nasua,Nasua nasua,3775.5,6,2,0.79
3168,Carnivora,Nasuella,olivacea,Nasuella olivacea,1339.99,6,1,NA
3169,Chiroptera,Natalus,jamaicensis,Natalus jamaicensis,NA,NA,NA,NA
3170,Chiroptera,Natalus,major,Natalus major,NA,NA,NA,NA
3171,Chiroptera,Natalus,primus,Natalus primus,NA,NA,NA,NA
3172,Chiroptera,Natalus,stramineus,Natalus stramineus,5.68,1,1,NA
3173,Chiroptera,Natalus,tumidirostris,Natalus tumidirostris,6.3,1,1,NA
3174,Rodentia,Neacomys,dubosti,Neacomys dubosti,NA,NA,NA,NA
3175,Rodentia,Neacomys,guianae,Neacomys guianae,15.87,3,1,NA
3176,Rodentia,Neacomys,minutus,Neacomys minutus,NA,NA,NA,NA
3177,Rodentia,Neacomys,musseri,Neacomys musseri,NA,NA,NA,NA
3178,Rodentia,Neacomys,paracou,Neacomys paracou,NA,NA,NA,NA
3179,Rodentia,Neacomys,pictus,Neacomys pictus,NA,3,1,NA
3180,Rodentia,Neacomys,spinosus,Neacomys spinosus,19,3,1,NA
3181,Rodentia,Neacomys,tenuipes,Neacomys tenuipes,19,4,1,NA
3182,Afrosoricida,Neamblysomus,gunningi,Neamblysomus gunningi,NA,1,1,NA
3183,Afrosoricida,Neamblysomus,julianae,Neamblysomus julianae,21.99,1,1,NA
3184,Rodentia,Necromys,punctulatus,Necromys punctulatus,37.3,NA,NA,NA
3185,Rodentia,Necromys,temchuki,Necromys temchuki,47.2,NA,NA,NA
3186,Rodentia,Necromys,urichi,Necromys urichi,44.84,4,1,NA
3187,Rodentia,Necromys,amoenus,Necromys amoenus,27.09,NA,NA,NA
3188,Rodentia,Necromys,benefactus,Necromys benefactus,NA,NA,NA,NA
3189,Rodentia,Necromys,lactens,Necromys lactens,32.9,NA,NA,NA
3190,Rodentia,Necromys,lasiurus,Necromys lasiurus,39.93,2,1,NA
3191,Rodentia,Necromys,lenguarum,Necromys lenguarum,NA,NA,NA,NA
3192,Rodentia,Necromys,obscurus,Necromys obscurus,40.69,3,3,NA
3193,Soricomorpha,Nectogale,elegans,Nectogale elegans,38.82,2,3,NA
3194,Rodentia,Nectomys,apicalis,Nectomys apicalis,NA,NA,NA,NA
3195,Rodentia,Nectomys,magdalenae,Nectomys magdalenae,NA,NA,NA,NA
3196,Rodentia,Nectomys,palmipes,Nectomys palmipes,NA,NA,1,NA
3197,Rodentia,Nectomys,rattus,Nectomys rattus,248.8,3,1,NA
3198,Rodentia,Nectomys,squamipes,Nectomys squamipes,184.98,7,2,0.00155313
3199,Rodentia,Nelsonia,goldmani,Nelsonia goldmani,NA,NA,NA,NA
3200,Rodentia,Nelsonia,neotomodon,Nelsonia neotomodon,80,NA,NA,NA
3201,Rodentia,Neodon,forresti,Neodon forresti,NA,NA,NA,NA
3202,Rodentia,Neodon,irene,Neodon irene,NA,NA,NA,NA
3203,Rodentia,Neodon,juldaschi,Neodon juldaschi,NA,NA,NA,NA
3204,Rodentia,Neodon,sikimensis,Neodon sikimensis,NA,NA,NA,NA
3205,Carnivora,Neofelis,nebulosa,Neofelis nebulosa,14945.05,1,2,NA
3206,Rodentia,Neofiber,alleni,Neofiber alleni,265.38,3,2,3.80E-05
3207,Erinaceomorpha,Neohylomys,hainanensis,Neohylomys hainanensis,52.21,1,2,NA
3208,Soricomorpha,Neomys,anomalus,Neomys anomalus,13.19,NA,3,NA
3209,Soricomorpha,Neomys,fodiens,Neomys fodiens,15.26,3,3,0.000156744
3210,Soricomorpha,Neomys,teres,Neomys teres,NA,NA,3,NA
3211,Chiroptera,Neonycteris,pusilla,Neonycteris pusilla,NA,2,1,NA
3212,Dasyuromorphia,Neophascogale,lorentzi,Neophascogale lorentzi,212,NA,2,NA
3213,Carnivora,Neophoca,cinerea,Neophoca cinerea,189274.99,6,2,NA
3214,Cetacea,Neophocaena,phocaenoides,Neophocaena phocaenoides,32500,NA,NA,NA
3215,Chiroptera,Neopteryx,frosti,Neopteryx frosti,NA,NA,1,NA
3216,Chiroptera,Neoromicia,brunneus,Neoromicia brunneus,NA,NA,1,NA
3217,Chiroptera,Neoromicia,capensis,Neoromicia capensis,5.96,1,1,NA
3218,Chiroptera,Neoromicia,flavescens,Neoromicia flavescens,10.5,NA,1,NA
3219,Chiroptera,Neoromicia,guineensis,Neoromicia guineensis,NA,NA,1,NA
3220,Chiroptera,Neoromicia,helios,Neoromicia helios,3.56,NA,NA,NA
3221,Chiroptera,Neoromicia,melckorum,Neoromicia melckorum,NA,1,1,NA
3222,Chiroptera,Neoromicia,nanus,Neoromicia nanus,3.88,1,1,NA
3223,Chiroptera,Neoromicia,rendalli,Neoromicia rendalli,6.42,NA,1,NA
3224,Chiroptera,Neoromicia,somalicus,Neoromicia somalicus,3.53,NA,1,NA
3225,Chiroptera,Neoromicia,tenuipinnis,Neoromicia tenuipinnis,5.35,NA,1,NA
3226,Chiroptera,Neoromicia,zuluensis,Neoromicia zuluensis,4.14,1,NA,NA
3227,Erinaceomorpha,Neotetracus,sinensis,Neotetracus sinensis,NA,1,1,NA
3228,Rodentia,Neotoma,albigula,Neotoma albigula,208.18,2,1,0.000197477
3229,Rodentia,Neotoma,angustapalata,Neotoma angustapalata,198,NA,NA,NA
3230,Rodentia,Neotoma,anthonyi,Neotoma anthonyi,195.4,NA,NA,NA
3231,Rodentia,Neotoma,bryanti,Neotoma bryanti,182,NA,NA,NA
3232,Rodentia,Neotoma,bunkeri,Neotoma bunkeri,375,NA,NA,NA
3233,Rodentia,Neotoma,chrysomelas,Neotoma chrysomelas,NA,NA,NA,NA
3234,Rodentia,Neotoma,cinerea,Neotoma cinerea,285.89,3,NA,0.03
3235,Rodentia,Neotoma,devia,Neotoma devia,200,NA,NA,NA
3236,Rodentia,Neotoma,floridana,Neotoma floridana,249.16,3,NA,0.001763588
3237,Rodentia,Neotoma,fuscipes,Neotoma fuscipes,213.26,NA,NA,0.001759369
3238,Rodentia,Neotoma,goldmani,Neotoma goldmani,198,NA,NA,NA
3239,Rodentia,Neotoma,lepida,Neotoma lepida,143.88,1,2,0.001105651
3240,Rodentia,Neotoma,leucodon,Neotoma leucodon,NA,NA,NA,NA
3241,Rodentia,Neotoma,macrotis,Neotoma macrotis,225.74,NA,NA,NA
3242,Rodentia,Neotoma,magister,Neotoma magister,447,NA,NA,NA
3243,Rodentia,Neotoma,martinensis,Neotoma martinensis,240.16,NA,NA,NA
3244,Rodentia,Neotoma,mexicana,Neotoma mexicana,203,5,NA,NA
3245,Rodentia,Neotoma,micropus,Neotoma micropus,255.14,5,NA,0.000200287
3246,Rodentia,Neotoma,nelsoni,Neotoma nelsoni,198,NA,NA,NA
3247,Rodentia,Neotoma,palatina,Neotoma palatina,198,NA,NA,NA
3248,Rodentia,Neotoma,phenax,Neotoma phenax,227.49,2,NA,NA
3249,Rodentia,Neotoma,stephensi,Neotoma stephensi,149.22,3,NA,NA
3250,Rodentia,Neotomodon,alstoni,Neotomodon alstoni,44.64,NA,2,0.001524967
3251,Rodentia,Neotomys,ebriosus,Neotomys ebriosus,64.5,NA,NA,NA
3252,Artiodactyla,Neotragus,batesi,Neotragus batesi,2967.45,4,1,NA
3253,Artiodactyla,Neotragus,moschatus,Neotragus moschatus,5639.01,5,1,NA
3254,Artiodactyla,Neotragus,pygmaeus,Neotragus pygmaeus,3913.68,4,NA,NA
3255,Carnivora,Neovison,macrodon,Neovison macrodon,NA,NA,NA,NA
3256,Carnivora,Neovison,vison,Neovison vison,NA,NA,NA,NA
3257,Soricomorpha,Nesiotites,hidalgo,Nesiotites hidalgo,NA,NA,NA,NA
3258,Soricomorpha,Nesiotites,similis,Nesiotites similis,NA,NA,NA,NA
3259,Rodentia,Nesokia,bunnii,Nesokia bunnii,NA,NA,NA,NA
3260,Rodentia,Nesokia,indica,Nesokia indica,178.08,2,NA,NA
3261,Lagomorpha,Nesolagus,netscheri,Nesolagus netscheri,1511.67,2,2,NA
3262,Lagomorpha,Nesolagus,timminsi,Nesolagus timminsi,NA,NA,NA,NA
3263,Rodentia,Nesomys,audeberti,Nesomys audeberti,214.04,2,NA,0.007414147
3264,Rodentia,Nesomys,lambertoni,Nesomys lambertoni,155,NA,NA,NA
3265,Rodentia,Nesomys,rufus,Nesomys rufus,163.96,2,NA,0.003902215
3266,Soricomorpha,Nesophontes,edithae,Nesophontes edithae,NA,NA,NA,NA
3267,Soricomorpha,Nesophontes,hypomicrus,Nesophontes hypomicrus,NA,NA,NA,NA
3268,Soricomorpha,Nesophontes,longirostris,Nesophontes longirostris,NA,NA,NA,NA
3269,Soricomorpha,Nesophontes,major,Nesophontes major,NA,NA,NA,NA
3270,Soricomorpha,Nesophontes,micrus,Nesophontes micrus,NA,NA,NA,NA
3271,Soricomorpha,Nesophontes,paramicrus,Nesophontes paramicrus,NA,NA,NA,NA
3272,Soricomorpha,Nesophontes,submicrus,Nesophontes submicrus,NA,NA,NA,NA
3273,Soricomorpha,Nesophontes,superstes,Nesophontes superstes,NA,NA,NA,NA
3274,Soricomorpha,Nesophontes,zamicrus,Nesophontes zamicrus,NA,NA,NA,NA
3275,Rodentia,Nesoromys,ceramicus,Nesoromys ceramicus,NA,NA,NA,NA
3276,Rodentia,Nesoryzomys,darwini,Nesoryzomys darwini,NA,NA,NA,NA
3277,Rodentia,Nesoryzomys,fernandinae,Nesoryzomys fernandinae,NA,NA,NA,NA
3278,Rodentia,Nesoryzomys,indefessus,Nesoryzomys indefessus,NA,NA,NA,NA
3279,Rodentia,Nesoryzomys,swarthi,Nesoryzomys swarthi,NA,NA,NA,NA
3280,Soricomorpha,Neurotrichus,gibbsii,Neurotrichus gibbsii,9.56,4,2,0.002858953
3281,Rodentia,Neusticomys,monticolus,Neusticomys monticolus,39.5,NA,1,NA
3282,Rodentia,Neusticomys,mussoi,Neusticomys mussoi,40,NA,1,NA
3283,Rodentia,Neusticomys,oyapocki,Neusticomys oyapocki,47,1,1,NA
3284,Rodentia,Neusticomys,peruviensis,Neusticomys peruviensis,40,1,1,NA
3285,Rodentia,Neusticomys,venezuelae,Neusticomys venezuelae,47.1,1,1,NA
3286,Rodentia,Nilopegamys,plumbeus,Nilopegamys plumbeus,NA,NA,NA,NA
3287,Dasyuromorphia,Ningaui,ridei,Ningaui ridei,9.42,NA,1,NA
3288,Dasyuromorphia,Ningaui,timealeyi,Ningaui timealeyi,6.37,NA,1,NA
3289,Dasyuromorphia,Ningaui,yvonnae,Ningaui yvonnae,9.3,NA,1,NA
3290,Rodentia,Niviventer,andersoni,Niviventer andersoni,NA,NA,NA,NA
3291,Rodentia,Niviventer,brahma,Niviventer brahma,NA,NA,NA,NA
3292,Rodentia,Niviventer,cameroni,Niviventer cameroni,NA,NA,NA,NA
3293,Rodentia,Niviventer,confucianus,Niviventer confucianus,NA,NA,NA,NA
3294,Rodentia,Niviventer,coninga,Niviventer coninga,80.65,NA,NA,NA
3295,Rodentia,Niviventer,cremoriventer,Niviventer cremoriventer,71.54,NA,NA,NA
3296,Rodentia,Niviventer,culturatus,Niviventer culturatus,81.17,NA,NA,NA
3297,Rodentia,Niviventer,eha,Niviventer eha,NA,NA,NA,NA
3298,Rodentia,Niviventer,excelsior,Niviventer excelsior,NA,NA,NA,NA
3299,Rodentia,Niviventer,fraternus,Niviventer fraternus,NA,NA,NA,NA
3300,Rodentia,Niviventer,fulvescens,Niviventer fulvescens,81.79,NA,NA,NA
3301,Rodentia,Niviventer,hinpoon,Niviventer hinpoon,NA,NA,NA,NA
3302,Rodentia,Niviventer,langbianis,Niviventer langbianis,NA,NA,NA,NA
3303,Rodentia,Niviventer,lepturus,Niviventer lepturus,NA,NA,NA,NA
3304,Rodentia,Niviventer,niviventer,Niviventer niviventer,100,NA,NA,NA
3305,Rodentia,Niviventer,rapit,Niviventer rapit,79.73,NA,NA,NA
3306,Rodentia,Niviventer,tenaster,Niviventer tenaster,NA,NA,NA,NA
3307,Chiroptera,Noctilio,albiventris,Noctilio albiventris,31.46,3,1,NA
3308,Chiroptera,Noctilio,leporinus,Noctilio leporinus,29.93,NA,NA,NA
3309,Primates,Nomascus,concolor,Nomascus concolor,6410.47,5,1,1.05
3310,Primates,Nomascus,gabriellae,Nomascus gabriellae,NA,NA,NA,NA
3311,Primates,Nomascus,hainanus,Nomascus hainanus,NA,NA,NA,NA
3312,Primates,Nomascus,leucogenys,Nomascus leucogenys,7320,NA,NA,NA
3313,Primates,Nomascus,siki,Nomascus siki,NA,NA,NA,NA
3314,Rodentia,Noronhomys,vespuccii,Noronhomys vespuccii,NA,NA,NA,NA
3315,Rodentia,Notiomys,edwardsii,Notiomys edwardsii,21.3,1,2,NA
3316,Soricomorpha,Notiosorex,cockrumi,Notiosorex cockrumi,NA,NA,NA,NA
3317,Soricomorpha,Notiosorex,crawfordi,Notiosorex crawfordi,4.79,1,1,NA
3318,Soricomorpha,Notiosorex,evotis,Notiosorex evotis,5.28,NA,1,NA
3319,Soricomorpha,Notiosorex,villai,Notiosorex villai,NA,NA,NA,NA
3320,Rodentia,Notomys,alexis,Notomys alexis,32.34,NA,NA,NA
3321,Rodentia,Notomys,amplus,Notomys amplus,89.99,NA,NA,NA
3322,Rodentia,Notomys,aquilo,Notomys aquilo,38.99,4,NA,NA
